K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.07.04.2042,,,,,,42 Pangoe,,"Perbaikan nama desa semula Pengaoe menjadi Pangoe, sesuai:
Qanun No. 11 Tahun 2021; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.07.04.2043,,,,,,43 Keutapang Bambong,,
11.07.04.2044,,,,,,44 Metareum,,
11.07.05,,,,3Geumpang,-,5,,
11.07.05.2001,,,,,,1 Bangkeh,,
11.07.05.2002,,,,,,2 Pucok,,
,,,,,,Turuecut,,
11.07.05.2004,,,,,,3 Leupu,,
11.07.05.2005,,,,,,4 Pulo Lhoih,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017, Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
11.07.05.2006,,,,,,5 Keune,,
11.07.06,,,,4Glumpang Tiga,-,34,,"Perbaikan nama dari Geulumpang Tiga menjadi Glumpang
Tiga,Peraturan Bupati Pidie No 11 Tahun 2021 tanggal 5 februari
2021,Surat Bupati Pidie No 130/2365 tanggal 13 April 2021"
11.07.06.2001,,,,,,1 Simpang,,
11.07.06.2002,,,,,,2 Krueng Jangko,,
11.07.06.2003,,,,,,3 Krueng Nyong,,
11.07.06.2004,,,,,,4 Cot Baroh,,
11.07.06.2005,,,,,,5 Cot Tunong,,
11.07.06.2006,,,,,,6 Bili,,
11.07.06.2007,,,,,,7 Panjoe,,
11.07.06.2008,,,,,,8 Amud Mesjid,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.06.2009,,,,,,9 Reudeup Meulayu,,
11.07.06.2010,,,,,,10 Dayah Tanoh,,
11.07.06.2011,,,,,,11 Mamplam,,
11.07.06.2012,,,,,,12 Balee,,
11.07.06.2013,,,,,,13 Kupula,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.06.2014,,,,,,14 Pulo Lueng Teuga,,
11.07.06.2015,,,,,,15 Sukon Mesjid,,
11.07.06.2016,,,,,,16 Sukon Baroh,,
11.07.06.2017,,,,,,17 Kruet Teumpeun,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.06.2018,,,,,,18 Blang Drang,,
11.07.06.2019,,,,,,19 Ude Gampong,,
11.07.06.2020,,,,,,20 Kayee Jatoe,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.06.2021,,,,,,21 Kampong Jeumpa,,
,,,,,,,,
