K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.06.04.2002,,,,,,2 Matua Mudiak,,
13.06.04.2003,,,,,,3 Tigo Balai,,
13.06.04.2004,,,,,,4 Lawang,,
13.06.04.2005,,,,,,5 Parik Panjang,,
13.06.04.2006,,,,,,6 Panta Pauah,,"Perbaikan nama dari Panta Pauh menjadi Panta Pauah,kep Bup No 454
Tahun 2001,Surat Sekda Kab Agam No 100/27/PEM-III/2021 tanggal 4
Maret 2021,surat Gubernur Sumbar No 120/180/pem-2021 tgl 30 maret
2021,Surat Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24
Mei 2021"
13.06.05,,,,5IV Koto,-,7,,
,,,,,,Malalak,,"Menjadi wil. Kec. Malalak, Perda No. 7/2006"
13.06.05.2002,,,,,,1 Sungai Landia,,
13.06.05.2003,,,,,,2 Balingka,,
13.06.05.2004,,,,,,3 Koto Tuo,,
13.06.05.2005,,,,,,4 Guguak Tabek Sarojo,,"perbaikan nama dari Guguk Tabek Sarajo menjadi Guguak Tabek
Sarojo,Kep Bup No 454 tahun 2001,Surat Sekda Kab Agam No
100/27/PEM-III/2021 tgl 4 maret 2021,surat Gubernur Sumbar No
120/180/pem-2021 tgl 30 maret 2021,Surat Sesditjen Bina
Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
13.06.05.2006,,,,,,5 Koto Panjang,,
13.06.05.2007,,,,,,6 Sianok Anam Suku,,
13.06.05.2008,,,,,,7 Koto Gadang,,
13.06.06,,,,6Banuhampu,-,7,,Perda No. 1/2009
13.06.06.2001,,,,,,1 Padang Lua,,
13.06.06.2002,,,,,,2 Taluak Ampek Suku,,
13.06.06.2003,,,,,,3 Pakan Sinayan,,
13.06.06.2004,,,,,,4 Kubang Putiah,,
13.06.06.2005,,,,,,5 Ladang Laweh,,
13.06.06.2006,,,,,,6 Cingkariang,,
13.06.06.2007,,,,,,7 Sungai Tanang,,Pemekaran sebagian wil Desa Padang Lua Perbup No. 2/2005
13.06.07,,,,7Ampek Angkek,-,7,,Perda No. 1/2009
13.06.07.2001,,,,,,1 Batu Taba,,
13.06.07.2002,,,,,,2 Biaro Gadang,,
13.06.07.2003,,,,,,3 Lambah,,
13.06.07.2004,,,,,,4 Panampuang,,"Perbaikan nama dari Panampung menjadi Panampuang,Kep Bup No
454 Tahun 2001,Surat Sekda Kab Agam No 100/27/PEM-III/2021 tgl 4
maret 2021,surat Gubernur Sumbar No 120/180/pem-2021 tgl 30 maret
2021,Surat Sesditjen Bina Pemerintahan Desa No 145/2430/BPD tgl 24
Mei 2021"
13.06.07.2005,,,,,,5 Ampang Gadang,,
13.06.07.2006,,,,,,6 Pasia,,
,,,,,,Panampung,,
13.06.07.2008,,,,,,7 Balai Gurah,,Semula wil. Kec. Candung
