K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.10.2026,,,,,,26 Pulo Iboih,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.10.2027,,,,,,27 Abeuk Jaloh,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.10.2028,,,,,,28 Pulo U,,
11.11.10.2029,,,,,,29 Alue Buya,,
11.11.10.2030,,,,,,30 Alue Buya Pasi,,
11.11.10.2031,,,,,,31 Pante Sukon,,
11.11.10.2032,,,,,,32 Pante Paku,,
11.11.10.2033,,,,,,33 Bugak Blang,,
11.11.10.2034,,,,,,34 Bugak Mesjid,,
11.11.10.2035,,,,,,35 Bugak Krueng Matee,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.10.2036,,,,,,36 Bugak Krueng,,
11.11.10.2037,,,,,,37 Pante Ranub,,
11.11.10.2038,,,,,,"38 Pulo Pineung
Meunasah Dua",,
11.11.10.2039,,,,,,39 Punjot,,
11.11.10.2040,,,,,,40 Bugeng,,
11.11.10.2041,,,,,,41 Alue Kuta,,
11.11.10.2042,,,,,,42 Alue Bayeu Utang,,
11.11.10.2043,,,,,,43 Ulee Ceu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.11.10.2044,,,,,,44 Kuala Cerape,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.10.2045,,,,,,45 Pante Peusangan,,
11.11.10.2046,,,,,,46 Alue Bie Pusong,,Qanun No. 8/2007
11.11.11,,,,11Simpang Mamplam,-,41,,
11.11.11.2001,,,,,,1 Rheum Barat,,
11.11.11.2002,,,,,,2 Rheum Baroh,,
11.11.11.2003,,,,,,3 Rheum Timu,,
11.11.11.2004,,,,,,4 Blang Kuta Coh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.11.2005,,,,,,"5 Blang Kuta Dua
Meunasah",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.11.2006,,,,,,6 Lancang,,
