K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.09.2009,,,,,,9 Seuneubok Peuraden,,"Perbaikan nama desa semula Seuneubok Peureraden menjadi
Seuneubok Peuraden, sesuai:
Qanun No. 8 Tahun 2007; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.11.09.2010,,,,,,10 Juli Mee Teungoh,,
11.11.09.2011,,,,,,11 Seuneubok Gunci,,
11.11.09.2012,,,,,,12 Mane Meujingki,,
11.11.09.2013,,,,,,13 Abeuk Budi,,
11.11.09.2014,,,,,,14 Blang Ketumba,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.09.2015,,,,,,15 Pante Baro,,
11.11.09.2016,,,,,,16 Beunyot,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.09.2017,,,,,,17 Paya Cut,,
11.11.09.2018,,,,,,18 Teupin Mane,,
11.11.09.2019,,,,,,19 Simpang Jaya,,
11.11.09.2020,,,,,,20 Krueng Simpo,,
11.11.09.2021,,,,,,21 Suka Tani,,
11.11.09.2022,,,,,,22 Juli Seupeng,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.11.09.2023,,,,,,23 Bukit Mulia,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.09.2024,,,,,,24 Juli Meunasah Tambo,,"Qanun No. 8/2007, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.11.09.2025,,,,,,25 Alue Rambong,,Qanun No. 8/2007
11.11.09.2026,,,,,,"26 Juli Meunasah
Teungoh",,"Qanun No. 8/2007, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.11.09.2027,,,,,,27 Juli Payaru,,"Qanun No. 8/2007, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.11.09.2028,,,,,,28 Paseh,,"Qanun No. 8/2007, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.11.09.2029,,,,,,29 Juli Cot Meurak,,Qanun No. 8/2007
11.11.09.2030,,,,,,30 Pante Peusangan,,Qanun No. 9/2007
11.11.09.2031,,,,,,31 Bale Panah,,Qanun No. 9/2007
,,,,,,,,
