NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.13,13 KAB. KARANGANYAR,Karanganyar,,,17,15,162,803,936.492,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.13.01,1 Jatipuro,,,,,,10,,,
,33.13.02,2 Jatiyoso,,,,,,9,,,
,33.13.03,3 Jumapolo,,,,,,12,,,
,33.13.04,4 Jumantono,,,,,,11,,,
,33.13.05,5 Matesih,,,,,,9,,,
,33.13.06,6 Tawangmangu,,,,,3,7,,,
,33.13.07,7 Ngargoyoso,,,,,,9,,,
,33.13.08,8 Karangpandan,,,,,,11,,,
,33.13.09,9 Karanganyar,,,,,12,,,,
,33.13.10,10 Tasikmadu,,,,,,10,,,
,33.13.11,11 Jaten,,,,,,8,,,
,33.13.12,12 Colomadu,,,,,,11,,,
,33.13.13,13 Gondangrejo,,,,,,13,,,
,33.13.14,14 Kebakkramat,,,,,,10,,,
,33.13.15,15 Mojogedang,,,,,,13,,,
,33.13.16,16 Kerjo,,,,,,10,,,
,33.13.17,17 Jenawi,,,,,,9,,,
,33.14,14 KAB. SRAGEN,Sragen,,,20,12,196,995,1.006.486,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.14.01,1 Kalijambe,,,,,,14,,,
,33.14.02,2 Plupuh,,,,,,16,,,
,33.14.03,3 Masaran,,,,,,13,,,
,33.14.04,4 Kedawung,,,,,,10,,,
,33.14.05,5 Sambirejo,,,,,,9,,,
,33.14.06,6 Gondang,,,,,,9,,,
,33.14.07,7 Sambungmacan,,,,,,9,,,
,33.14.08,8 Ngrampal,,,,,,8,,,
,33.14.09,9 Karangmalang,,,,,2,8,,,
,33.14.10,10 Sragen,,,,,6,2,,,
,33.14.11,11 Sidoharjo,,,,,,12,,,
,33.14.12,12 Tanon,,,,,,16,,,
,33.14.13,13 Gemolong,,,,,4,10,,,
,33.14.14,14 Miri,,,,,,10,,,
