NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,92.12.04,4 Sururey,,,,,,12,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.12.05,5 Didohu,,,,,,14,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.12.06,6 Taige,,,,,,11,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.12.07,7 Catubouw,,,,,,21,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.12.08,8 Testega,,,,,,15,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.12.09,9 Minyambaouw,,,,,,37,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.12.10,10 Hingk,,,,,,29,,,Semula wil Kab. Manokwari UU No. 24 Tahun 2012
,92.71,13 KOTA SORONG,Sorong,,,10,41,0,205,282.802,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,92.71.01,1 Sorong,,,,,4,,,,
,92.71.02,2 Sorong Timur,,,,,4,,,,
,92.71.03,3 Sorong Barat,,,,,4,,,,
,92.71.04,4 Sorong Kepulauan,,,,,4,,,,
,92.71.05,5 Sorong Utara,,,,,4,,,,Perda No. 32/2006
,92.71.06,6 Sorong Manoi,,,,,5,,,,Pemekaran Kec. Perda No. 4/2010
,92.71.07,7 Sorong Kota,,,,,4,,,,Pemekaran Kec. Sorong Perda No. 40/2013
,92.71.08,8 Klaurung,,,,,4,,,,Pemekaran Kec. Sorong Timur Perda No. 40/2013
,92.71.09,9 Malaimsimsa,,,,,4,,,,Pemekaran Kec. Sorong Utara Perda No. 40/2013
,92.71.10,10 Maladum Mes,,,,,4,,,,Pemekaran Kec. Sorong Barat Perda No. 40/2013
JUMLAH,,,,12,1,218,95,1742,99.398,1.161.028,
