K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92,PAPUA BARAT,,,,,,,
92.11,KAB. MANOKWARI SELATAN,,,6,0,57,"1.837,095","Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
92.11.01,,,,1Ransiki,-,13,,UU. No. 23 Tahun 2012
92.11.01.2001,,,,,,1 Ransiki,,
92.11.01.2002,,,,,,2 Nuhuwei,,
92.11.01.2003,,,,,,3 Yamboi,,
92.11.01.2004,,,,,,4 Tobou,,
92.11.01.2005,,,,,,5 Sabri,,
92.11.01.2006,,,,,,6 Bamaha,,
92.11.01.2007,,,,,,7 Abreso,,
92.11.01.2008,,,,,,8 Hamawi,,
92.11.01.2009,,,,,,9 Kobrey,,
92.11.01.2010,,,,,,10 Wamcei,,
92.11.01.2011,,,,,,11 Hamor,,
92.11.01.2012,,,,,,12 Susmorof,,
92.11.01.2013,,,,,,13 Mambrema,,Semula wil. Kec. Manokwari
92.11.02,,,,2Oransbari,-,14,,UU. No. 23 Tahun 2012
92.11.02.2001,,,,,,1 Oransbari,,
92.11.02.2002,,,,,,2 Sidomulyo,,
92.11.02.2003,,,,,,3 Waroser,,
92.11.02.2004,,,,,,4 Margo Rukun,,
92.11.02.2005,,,,,,5 Muari,,
92.11.02.2006,,,,,,6 Watariri,,
92.11.02.2007,,,,,,7 Masabui,,
92.11.02.2008,,,,,,8 Warbiadi,,
92.11.02.2009,,,,,,9 Margomulyo,,
92.11.02.2010,,,,,,10 Warkwandi,,
92.11.02.2011,,,,,,11 Sindang Jaya,,
92.11.02.2012,,,,,,12 Wandoki,,
92.11.02.2013,,,,,,13 Akeju,,
92.11.02.2014,,,,,,14 Masabui II,,
92.11.03,,,,3Neney,-,7,,UU. No. 23 Tahun 2012
92.11.03.2001,,,,,,1 Wama,,Semula wil. Kec. Ransiki
92.11.03.2002,,,,,,2 Disi,,Semula wil. Kec. Ransiki
92.11.03.2003,,,,,,3 Hiyou,,Semula wil. Kec. Ransiki
92.11.03.2004,,,,,,4 Sesum,,Semula wil. Kec. Ransiki
92.11.03.2005,,,,,,5 Benyas,,Semula wil. Kec. Ransiki
,,,,,,,,
