K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
82,MALUKU UTARA,,,,,,,
82.71,KOTA TERNATE,,,8,78,0,"162,202","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
82.71.01,,,,1Pulau Ternate,6,-,,
82.71.01.1001,,,,,1Jambula,,,
82.71.01.1002,,,,,2Foramadiahi,,,
82.71.01.1003,,,,,3Kastela,,,
82.71.01.1004,,,,,4Rua,,,
82.71.01.1005,,,,,5Afe Taduma,,,"Perubahan nama Kel. Aftador, Perda No. 5/2007"
,,,,,Tagafo,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Loto,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Takome,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Sulamadaha,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Tobololo,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Bula,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Kulaba,,,"Menjadi Wil Kec Ternate Barat, Perda 1/2018"
,,,,,Dorari Isa,,,Menjadi wil. Kec. Pulau Hiri Perda No. 8/2009
,,,,,Togolobe,,,Menjadi wil. Kec. Pulau Hiri Perda No. 8/2009
,,,,,Faudu,,,Menjadi wil. Kec. Pulau Hiri Perda No. 8/2009
,,,,,Tomajiko,,,Menjadi wil. Kec. Pulau Hiri Perda No. 8/2009
,,,,,Mayau,,,"Menjadi wil. Kec. Pulau Batang Dua, Perda No. 6/2007"
,,,,,Tifure,,,"Menjadi wil. Kec. Pulau Batang Dua, Perda No. 6/2007"
82.71.01.1019,,,,,6Dorpedu,,,Perda No. 5/2007
,,,,,Lelewi,,,"Perda No. 5/2007, Menjadi wil Kec. Pulau Batang Dua, Perda No.
6/2007"
,,,,,Pante Sagu,,,"Perda No. 5/2007, Menjadi wil Kec. Pulau Batang Dua, Perda No.
6/2007"
,,,,,Mado,,,Menjadi wil. Kec. Pulau Hiri Perda No. 8/2009
,,,,,Tafraka,,,Menjadi wil. Kec. Pulau Hiri Perda No. 8/2009
82.71.02,,,,2Kota Ternate Selatan,17,-,,
82.71.02.1001,,,,,1Sasa,,,
82.71.02.1002,,,,,2Gambesi,,,
82.71.02.1003,,,,,3Fitu,,,
82.71.02.1004,,,,,4Kalumata,,,
82.71.02.1005,,,,,5Kayu Merah,,,
82.71.02.1006,,,,,6Bastiong Talangame,,,"Perubahan nama Kel. Bastiong, Perda No. 5/2007"
82.71.02.1007,,,,,7Ubo-Ubo,,,
82.71.02.1008,,,,,8Mangga Dua,,,
82.71.02.1009,,,,,9Jati,,,
