Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
35.01.40034,Pulau Wayang,,"08°15'06.61"" S 110°59'31.84"" T",TBP
35.03,KAB. TRENGGALEK,51,,
35.03.40001,Pulau Anakcigar,,"08°21'16.39"" S 111°37'38.37"" T",TBP
35.03.40002,Pulau Babatan,,"08°23'59.88"" S 111°42'27.38"" T",TBP
35.03.40003,Pulau Banyutarung,,"08°16'25.60"" S 111°22'27.87"" T",TBP
35.03.40004,Pulau Boni,,"08°19'09.15"" S 111°27'40.90"" T",TBP
35.03.40005,Pulau Brenggolo,,"08°22'22.76"" S 111°42'50.79"" T",TBP
35.03.40006,Pulau Cigar,,"08°21'17.35"" S 111°37'51.25"" T",TBP
35.03.40007,Pulau Endasbajul,,"08°19'37.02"" S 111°30'32.48"" T",TBP
35.03.40008,Pulau Gadungan,,"08°19'06.08"" S 111°27'14.24"" T",TBP
35.03.40009,Pulau Godo,,"08°16'13.91"" S 111°26'16.75"" T",TBP
35.03.40010,Pulau Godocilik,,"08°16'08.46"" S 111°26'28.30"" T",TBP
35.03.40011,Pulau Guwolowo,,"08°19'37.83"" S 111°30'33.38"" T",TBP
35.03.40012,Pulau Jaran,,"08°19'24.15"" S 111°26'15.51"" T",TBP
35.03.40013,Pulau Jaran,,"08°20'14.36"" S 111°34'09.66"" T",TBP
35.03.40014,Pulau Kalongan,,"08°19'48.55"" S 111°28'47.44"" T",TBP
35.03.40015,Pulau Kalongan Cilik,,"08°19'46.82"" S 111°28'37.56"" T",TBP
35.03.40016,Pulau Kapulogo,,"08°19'29.71"" S 111°32'15.09"" T",TBP
35.03.40017,Pulau Karangmalang,,"08°17'48.71"" S 111°26'37.34"" T",TBP
35.03.40018,Pulau Karangpegat,,"08°17'53.12"" S 111°43'53.27"" T",TBP
35.03.40019,Pulau Kempong,,"08°19'23.92"" S 111°27'48.28"" T",TBP
35.03.40020,Pulau Klompok Kidul,,"08°22'39.30"" S 111°40'06.37"" T",TBP
35.03.40021,Pulau Klompok Lor,,"08°22'08.75"" S 111°40'09.79"" T",TBP
35.03.40022,Pulau Konyelan,,"08°17'22.88"" S 111°26'37.36"" T",TBP
35.03.40023,Pulau Kuyon,,"08°17'44.38"" S 111°26'30.10"" T",TBP
35.03.40024,Pulau Lendukan,,"08°19'19.07"" S 111°27'51.26"" T",TBP
35.03.40025,Pulau Lumbung,,"08°18'24.69"" S 111°26'44.14"" T",TBP
35.03.40026,Pulau Lumbung Barat,,"08°16'40.57"" S 111°24'53.94"" T",TBP
35.03.40027,Pulau Mbatang,,"08°23'17.21"" S 111°44'55.12"" T",TBP
35.03.40028,Pulau Ngekel,,"08°24'23.81"" S 111°42'31.46"" T",TBP (PPKT)
35.03.40029,Pulau Ngrembeng,,"08°19'23.43"" S 111°44'18.32"" T",TBP
35.03.40030,Pulau Panikan,,"08°22'12.12"" S 111°30'47.66"" T",TBP (PPKT)
35.03.40031,Pulau Pelatar,,"08°19'03.64"" S 111°29'17.77"" T",TBP
35.03.40032,Pulau Percak,,"08°20'09.17"" S 111°34'05.57"" T",TBP
35.03.40033,Pulau Percak Kulon,,"08°20'17.89"" S 111°33'46.67"" T",TBP
35.03.40034,Pulau Percak Tengah,,"08°20'19.32"" S 111°34'06.71"" T",TBP
35.03.40035,Pulau Percak Wetan,,"08°20'17.05"" S 111°34'09.21"" T",TBP
35.03.40036,Pulau Prenjono,,"08°21'45.44"" S 111°29'10.28"" T",TBP
35.03.40037,Pulau Prenjono Kulon,,"08°21'49.97"" S 111°29'01.55"" T",TBP
35.03.40038,Pulau Prenjono Wetan,,"08°21'51.73"" S 111°29'14.11"" T",TBP
