NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.01.31,31 Tamansari,,,,,,8,,,
,32.01.32,32 Klapanunggal,,,,,,9,,,
,32.01.33,33 Ciseeng,,,,,,10,,,
,32.01.34,34 Ranca Bungur,,,,,,7,,,
,32.01.35,35 Sukajaya,,,,,,11,,,
,32.01.36,36 Tanjungsari,,,,,,10,,,
,32.01.37,37 Tajurhalang,,,,,,7,,,
,32.01.38,38 Cigombong,,,,,,9,,,
,32.01.39,39 Leuwisadeng,,,,,,8,,,
,32.01.40,40 Tenjolaya,,,,,,7,,,
,32.02,2 KAB. SUKABUMI,Pelabuhan Ratu,,,47,5,381,4.164,2.733.402,"PP Mo. 66/1998
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.02.01,1 Palabuhanratu,,,,,1,9,,,sesuai dengan PP No 66/1998
,32.02.02,2 Simpenan,,,,,,7,,,
,32.02.03,3 Cikakak,,,,,,9,,,
,32.02.04,4 Bantargadung,,,,,,7,,,
,32.02.05,5 Cisolok,,,,,,13,,,
,32.02.06,6 Cikidang,,,,,,12,,,
,32.02.07,7 Lengkong,,,,,,5,,,
,32.02.08,8 Jampangtengah,,,,,,11,,,
,32.02.09,9 Warungkiara,,,,,,12,,,
,32.02.10,10 Cikembar,,,,,,10,,,
,32.02.11,11 Cibadak,,,,,1,9,,,
,32.02.12,12 Nagrak,,,,,,10,,,
,32.02.13,13 Parungkuda,,,,,,8,,,
,32.02.14,14 Bojonggenteng,,,,,,5,,,
,32.02.15,15 Parakansalak,,,,,,6,,,sesuai PP No 53/1981
,32.02.16,16 Cicurug,,,,,1,12,,,
,32.02.17,17 Cidahu,,,,,,8,,,
,32.02.18,18 Kalapanunggal,,,,,,7,,,
,32.02.19,19 Kabandungan,,,,,,6,,,
,32.02.20,20 Waluran,,,,,,6,,,
,32.02.21,21 Jampangkulon,,,,,1,10,,,
,32.02.22,22 Ciemas,,,,,,9,,,
