Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
81.03.40190,Pulau Taval,,"07°14'35.00"" S 131°22'28.99"" T",TBP
81.03.40191,Pulau Teri,,"07°42'45.00"" S 131°02'08.90"" T",
81.03.40192,Pulau Tobur,,"07°14'15.50"" S 131°28'41.40"" T",
81.03.40193,Pulau Tomyar Da,,"08°02'13.89"" S 131°17'38.72"" T",TBP
81.03.40194,Pulau Tomyar Dol,,"08°02'18.10"" S 131°17'36.26"" T",TBP
81.03.40195,Pulau Tomyar Twalelean,,"08°02'17.70"" S 131°17'37.05"" T",TBP
81.03.40196,Pulau Torin,,"07°44'53.00"" S 131°06'38.90"" T",
81.03.40197,Pulau Tormyar,,"08°02'15.10"" S 131°17'37.10"" T",
81.03.40198,Pulau Tual,,"07°59'39.99"" S 131°15'20.00"" T",BP
81.03.40199,Pulau Tualmalawan,,"06°43'42.53"" S 131°36'08.28"" T",
81.03.40200,Pulau Tunaa Klaa,,"07°12'34.31"" S 131°59'00.56"" T",TBP
81.03.40201,Pulau Tutun,,"07°10'29.10"" S 131°39'26.28"" T",TBP
81.03.40202,Pulau Tutun Funjai,,"08°02'06.28"" S 131°04'34.82"" T",TBP
81.03.40203,Pulau Tuwtuwan,,"07°33'38.99"" S 130°57'05.00"" T",TBP
81.03.40204,Pulau Twi,,"06°58'54.99"" S 131°36'15.99"" T",TBP
81.03.40205,Pulau Unggar,,"07°15'10.00"" S 131°24'14.00"" T",BP
81.03.40206,Pulau Vatu Abau,,"07°12'36.47"" S 131°59'07.42"" T",TBP
81.03.40207,Pulau Vatu Dekut,,"07°12'33.50"" S 131°59'02.15"" T",TBP
81.03.40208,Pulau Vatu Kawar,,"07°12'36.19"" S 131°58'56.47"" T",TBP
81.03.40209,Pulau Vulmalira,,"07°16'52.00"" S 131°23'01.91"" T",
81.03.40210,Pulau Walewawan,,"06°58'19.80"" S 131°35'48.70"" T",TBP
81.03.40211,Pulau Walioar,,"08°01'57.40"" S 131°17'28.60"" T",
81.03.40212,Pulau Waliorar Dal,,"08°01'57.96"" S 131°17'27.17"" T",TBP
81.03.40213,Pulau Waliorar Dol,,"08°01'57.85"" S 131°17'26.74"" T",TBP
81.03.40214,Pulau Wat Kora,,"07°18'43.99"" S 131°14'09.29"" T",TBP
81.03.40215,Pulau Wat Sira,,"06°58'49.48"" S 132°00'29.45"" T",TBP
81.03.40216,Pulau Wat Warat,,"07°05'56.00"" S 131°27'52.99"" T",BP
81.03.40217,Pulau Watanara,,"07°31'43.70"" S 130°59'46.00"" T",
81.03.40218,Pulau Watluhun,,"06°47'55.77"" S 131°32'46.87"" T",
81.03.40219,Pulau Watmomal,,"07°08'35.19"" S 131°42'36.91"" T",
81.03.40220,Pulau Watobur,,"07°07'33.01"" S 131°35'21.59"" T",
81.03.40221,Pulau Watraat,,"07°14'54.38"" S 131°27'01.98"" T",
81.03.40222,Pulau Watroal,,"07°07'12.73"" S 131°25'49.69"" T",
81.03.40223,Pulau Watsori,,"07°06'01.84"" S 131°26'10.29"" T",
81.03.40224,Pulau Wattwia,,"06°58'55.09"" S 131°36'27.20"" T",
81.03.40225,Pulau Wattwia Utara,,"06°58'49.59"" S 131°36'21.80"" T",
81.03.40226,Pulau Watu Tranan,,"07°15'10.09"" S 131°56'53.49"" T",TBP
81.03.40227,Pulau Watuaryatu,,"07°14'21.01"" S 131°42'52.50"" T",
81.03.40228,Pulau Watublihir,,"06°48'30.62"" S 131°32'22.33"" T",
81.03.40229,Pulau Watublihir Besar,,"06°48'31.11"" S 131°32'22.11"" T",
