K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.03.04.2052,,,,,,7 Pargarutan,,
,,,,,,Parsorminan,,"Bergabung dg Desa Langsar, Paran Dolok, dan Desa Huta Baru, Perda
No. 5/2008"
12.03.04.2054,,,,,,8 Panaungan,,"Penggabungan Desa Panaungan, Salese, dan Desa Sihaborgoan,
Perda No. 5/2008"
,,,,,,Pangkal Dolok S,,"Bergabung dg Desa Hasang Marsada, Perda No. 5/2008"
,,,,,,Purba Sinomba Tua,,"Bergabung dg Desa Anturmangan, Purba Tua, Padang Bulan, Aek
latong, dan Desa Huraba, Perda No. 5/2008"
,,,,,,Pengkolan,,"Bergabung dg Desa Bulu Payung, Gunung Sari, dan Desa Hutaimbaru,
Perda No. 5/2008"
,,,,,,Purba Tua,,"Bergabung dg Desa Anturmangan, Padang Bulan, Aek latong,
Huraba, dan Desa Purba Sinombatua, Perda No. 5/2008"
12.03.04.2059,,,,,,9 Padang Bujur,,
12.03.04.2060,,,,,,10 Paran Padang,,"Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1 Tahun 2016,
Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.03.04.1061,,,,,5Parau Sorat,,,"Peningkatan status Kel., Perda No. 5/2008"
,,,,,,Pinang Sori,,"Bergabung dg Desa Gunung Tua Baringin, Aek Tampang, dan Desa
Sidangkal, Perda No. 5/2008"
,,,,,,Paringgonan,,"Bergabung dg Desa Aek Horsik, Hasahatan Situmba, dan Desa
Mandurana, Perda No. 5/2008"
12.03.04.2064,,,,,,11 Pangurabaan,,
,,,,,,Panggulangan,,"Bergabung dg Desa Padang Matinggi, Pagaran Batu, Pangkal Dolok P,
dan Desa Parau Sorat, Perda No. 5/2008"
,,,,,,Pagaran Batu,,"Bergabung dg Desa Padang Matinggi, Parau Sorat, Pangkal Dolok P,
dan Desa Panggulangan, Perda No. 5/2008"
,,,,,,Ri Nabolak,,"Bergabung dg Desa Dano Situmba dan Desa Saba Siala, Perda No.
5/2008"
12.03.04.2068,,,,,,12 Ramba Sihasur,,
12.03.04.2069,,,,,,13 Tolang,,
,,,,,,Sidangar Dangar,,
,,,,,,Sihaborgoan,,"Bergabung dg Desa Panaungan dan Desa Salese, Perda No. 5/2008"
12.03.04.2072,,,,,,14 Sampean,,"Penggabungan Desa Sampean, Poldung Lombang, dan Desa Poldung
Dolok, Perda No. 5/2008"
,,,,,,Sialang,,"Bergabung dg Desa Pangaribuan dan Desa Gadu, Perda No. 5/2008"
,,,,,,Sabungan,,"Bergabung dg Desa Tapus dan Desa Ampolu, Perda No. 5/2008"
12.03.04.2075,,,,,,15 Simaninggir,,
12.03.04.2076,,,,,,16 Sibadoar,,"Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1 Tahun 2016,
Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
,,,,,,Salese,,"Bergabung dg Desa Panaungan dan Desa Sihaborgoan, Perda No.
5/2008"
,,,,,,Sitandiang,,"Bergabung dg Desa Bulu Mario, Perda No. 5/2008"
,,,,,,Sigiring Giring Dolok,,"Bergabung dg Desa Silange, Sigiring Giring Lombang, Tanjung Medan,
dan Desa Tanjung Tua, Perda No. 5/2008"
,,,,,,,,
