NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,72.08.13,13 Toribulu,,,,,,9,,,Perda No. 12/2006
,72.08.14,14 Taopa,,,,,,11,,,Perda No. 13/2006
,72.08.15,15 Balinggi,,,,,,9,,,Perda No. 14/2007
,72.08.16,16 Parigi Barat,,,,,,6,,,Perda No. 15/2007
,72.08.17,17 Siniu,,,,,,9,,,Perda No. 16/2007
,72.08.18,18 Palasa,,,,,,11,,,Perda No. 18/2007
,72.08.19,19 Parigi Utara,,,,,,5,,,Perda No. 23/2007
,72.08.20,20 Parigi Tengah,,,,,,6,,,Perda No. 1/2008
,72.08.21,21 Bolano,,,,,,13,,,Pemekaran Wil Kec Bolano Lambulu Perda No. 4/2011
,72.08.22,22 Ongka Malino,,,,,,17,,,Pemekaran Wil Kec Bolano Lambulu Perda No. 5/2011
,72.08.23,23 Sidoan,,,,,,11,,,Pemekaran Kec. Tinombo Perda No. 6/2012
,72.09,9 KAB. TOJO UNA UNA,Ampana,,,12,12,134,5.573,166.790,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.09.01,1 Una Una,,,,,,11,,,Semula wil. Kab. Poso
,72.09.02,2 Togean,,,,,,16,,,Semula wil. Kab. Poso
,72.09.03,3 Walea Kepulauan,,,,,,9,,,Semula wil. Kab. Poso
,72.09.04,4 Ampana Tete,,,,,,20,,,Semula wil. Kab. Poso
,72.09.05,5 Ampana Kota,,,,,6,4,,,Semula wil. Kab. Poso
,72.09.06,6 Ulubongka,,,,,,18,,,Semula wil. Kab. Poso
,72.09.07,7 Tojo Barat,,,,,,13,,,Semula wil. Kab. Poso
,72.09.08,8 Tojo,,,,,,16,,,Semula wil. Kab. Poso
,72.09.09,9 Walea Besar,,,,,,8,,,Perda No.25/2005
,72.09.10,10 Ratolindo,,,,,6,4,,,Pemeakran Kec. Ampana Kota Perda No. 15/2014
,72.09.11,11 Batudaka,,,,,,9,,,Pemeakran Kec. Una Una Perda No. 16/2014
,72.09.12,12 Talatako,,,,,,6,,,Pemeakran Kec. Walea Kepulauan Perda No. 17/2014
,72.10,10 KAB. SIGI,Sigi Biromaru,,,15,0,176,5.225,259.681,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,72.10.01,1 Sigi Biromaru,,,,,,17,,,Semula wil. Kab. Donggala
,72.10.02,2 Palolo,,,,,,22,,,Semula wil. Kab. Donggala
,72.10.03,3 Nokilalaki,,,,,,5,,,Semula wil. Kab. Donggala
,72.10.04,4 Lindu,,,,,,5,,,Semula wil. Kab. Donggala
,72.10.05,5 Kulawi,,,,,,16,,,Semula wil. Kab. Donggala
,72.10.06,6 Kulawi Selatan,,,,,,12,,,Semula wil. Kab. Donggala
,72.10.07,7 Pipikoro,,,,,,19,,,Semula wil. Kab. Donggala
,72.10.08,8 Gumbasa,,,,,,7,,,Semula wil. Kab. Donggala
