K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
82.06.06.2004,,,,,,4 Marimoi,,Semula wil. Kec. Wasile
82.06.06.2005,,,,,,5 Bololo,,Semula wil. Kec. Wasile
82.06.06.2006,,,,,,6 Hilaitetor,,"Semula wil. Kec. Wasile.
Perbaikan nama desa semula Helaitetor menjadi Hilaitetor sesuai Perda
Kab. Halmahera Timur No.3 Tahun 2006."
82.06.06.2007,,,,,,7 Dowongi Jaya,,Pemekaran desa Perda No. 2/2012
82.06.06.2008,,,,,,8 Majiko Tongone,,Pemekaran desa Perda No. 2/2012
82.06.07,,,,7Wasile Timur,-,8,,Perda No. 4/2006
82.06.07.2001,,,,,,1 Dodaga,,Semula wil. Kec. Wasile
82.06.07.2002,,,,,,2 Dakaino,,"Semula wil. Kec. Wasile.
Perbaikan nama desa semula Daka Ino menjadi Dakaino sesuai Perda
Kab. Halmahera Timur No.3 Tahun 2006."
82.06.07.2003,,,,,,3 Akedaga,,Semula wil. Kec. Wasile
82.06.07.2004,,,,,,4 Toboino,,"Semula wil. Kec. Wasile.
Perbaikan nama desa semula Tobo Ino menjadi Toboino sesuai Perda
Kab. Halmahera Timur No.3 Tahun 2006."
82.06.07.2005,,,,,,5 Tutuling Jaya,,Semula wil. Kec. Wasile
82.06.07.2006,,,,,,6 Woka Jaya,,Semula wil. Kec. Wasile
82.06.07.2007,,,,,,7 Rawamangun,,Pemekaran desa Perda No. 2/2012
82.06.07.2008,,,,,,8 Sidomulyo,,Pemekaran desa Perda No. 2/2012
82.06.08,,,,8Maba Tengah,-,12,,Perda No. 4/2006
82.06.08.2001,,,,,,1 Wayamli,,Semula wil. Kec. Maba
82.06.08.2002,,,,,,2 Beringin Lamo,,Semula wil. Kec. Maba
82.06.08.2003,,,,,,3 Miaf,,Semula wil. Kec. Maba
82.06.08.2004,,,,,,4 Bangul,,Semula wil. Kec. Maba
82.06.08.2005,,,,,,5 Marasipno,,Semula wil. Kec. Maba
82.06.08.2006,,,,,,6 Dorolamo,,Semula wil. Kec. Maba
82.06.08.2007,,,,,,7 Maratana Jaya,,"Semula wil. Kec. Maba.
Perbaikan nama desa semula Maratana menjadi Maratana Jaya sesuai
Perda Kab. Halmahera Timur No.3 Tahun 2006."
82.06.08.2008,,,,,,8 Bebsili,,Perda No. 4/2006
82.06.08.2009,,,,,,9 Yawanli,,Pemekaran desa Perda No. 2/2012
82.06.08.2010,,,,,,10 Gaifoli,,Pemekaran desa Perda No. 2/2012
82.06.08.2011,,,,,,11 Babasaram,,Pemekaran desa Perda No. 2/2012
82.06.08.2012,,,,,,12 Tatangapu,,Pemekaran desa Perda No. 2/2012
82.06.09,,,,9Maba Utara,-,10,,Perda No. 4/2006
82.06.09.2001,,,,,,1 Sosolat,,Semula wil. Kec. Maba
82.06.09.2002,,,,,,2 Dorosago,,"Semula wil. Kec. Maba.
Perbaikan nama desa semula Dorosagu menjadi Dorosago sesuai
Perda Kab. Halmahera Timur No.3 Tahun 2006."
82.06.09.2003,,,,,,3 Patlean,,Semula wil. Kec. Maba
82.06.09.2004,,,,,,4 Lolasita,,Semula wil. Kec. Maba
82.06.09.2005,,,,,,5 Wasileo,,Semula wil. Kec. Maba
