K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
93.04.07.2010,,,,,,10 Waijens,,
93.04.07.2011,,,,,,11 Bumu,,
93.04.07.2012,,,,,,12 Kapayap Satu,,
93.04.07.2013,,,,,,13 Kapayap Dua,,
93.04.07.2014,,,,,,14 Emnam,,
93.04.08,,,,8Suru-suru,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,,,,,,Koba,,"Menjadi wil. Kec. Tomor Birip, berdasarkan Perda No. 15 Tahun 2016
tentang Pembentukan Distrik Tomor Birip Dan Distrik Sor Ep Di
Kabupaten Asmat"
,,,,,,Tii,,"Semula wil. Kec. Suru-suru, Perbaikan nama semula Ds. Tii menjadi
Ds. Tie berdasarkan Perda No. 15 Tahun 2016 tentang Pembentukan
Distrik Tomor Birip Dan Distrik Sor Ep Di Kabupaten Asmat"
,,,,,,Yensuku,,"Menjadi wil. Kec. Tomor Birip berdasarkan Perda No. 15 Tahun 2016
tentang Pembentukan Distrik Tomor Birip Dan Distrik Sor Ep Di
Kabupaten Asmat"
,,,,,,Sagapu,,"Menjadi wil. Kec. Tomor Birip berdasarkan Perda No. 15 Tahun 2016
tentang Pembentukan Distrik Tomor Birip Dan Distrik Sor Ep Di
Kabupaten Asmat"
,,,,,,Jifak,,"Menjadi wil. Kec. Tomor Birip, berdasarkan Perda No. 15 Tahun 2016
tentang Pembentukan Distrik Tomor Birip Dan Distrik Sor Ep Di
Kabupaten Asmat"
93.04.08.2001,,,,,,1 Suru-Suru,,
93.04.08.2002,,,,,,2 See,,
93.04.08.2007,,,,,,3 Tomor,,
93.04.08.2009,,,,,,4 Dumaten,,
93.04.08.2010,,,,,,5 Hom-hom,,
93.04.08.2011,,,,,,6 Ajin,,
93.04.08.2012,,,,,,7 Laluk,,
93.04.08.2013,,,,,,8 Kebikduk,,
93.04.08.2014,,,,,,9 Hulam,,
93.04.08.2015,,,,,,10 Walase,,
93.04.08.2016,,,,,,11 Berimono,,
93.04.08.2017,,,,,,12 Asgun,,
93.04.08.2018,,,,,,13 Korobuk,,
93.04.08.2019,,,,,,14 Katalina,,
93.04.08.2020,,,,,,15 Obio,,
93.04.08.2021,,,,,,16 Salbik,,
93.04.08.2022,,,,,,17 Linduk,,
93.04.08.2023,,,,,,18 Besika,,
93.04.09,,,,9Kolf Braza,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.04.09.2001,,,,,,1 Binamsain,,
,,,,,,,,
