K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
82.04.27.2002,,,,,,2 Lelewi,,Semula wil. Kec. Gane Timur
82.04.27.2003,,,,,,3 Luim,,Semula wil. Kec. Gane Timur
82.04.27.2004,,,,,,4 Matuting,,Semula wil. Kec. Gane Timur
82.04.27.2005,,,,,,5 Matuting Tanjung,,Semula wil. Kec. Gane Timur
82.04.27.2006,,,,,,6 Tabahidayah,,Semula wil. Kec. Gane Timur
82.04.27.2007,,,,,,7 Tabahijrah,,Semula wil. Kec. Gane Timur
82.04.27.2008,,,,,,8 Tagia,,"Semula wil. Kec. Gane Timur. Koreksi nama desa semula Tagea mjd
Tagia. Surat Kepala BPM-OTDES Halsel No 160/111/BPM-OTDES/2015
tgl 15 Mei 2015"
82.04.28,,,,28Obi Barat,-,6,,Perda No. 8/2007
82.04.28.2001,,,,,,1 Alam Kenanga,,Semula wil. Kec. Obi
82.04.28.2002,,,,,,2 Alam Pelita,,Semula wil. Kec. Obi
82.04.28.2003,,,,,,3 Jikohai,,Semula wil. Kec. Obi
82.04.28.2004,,,,,,4 Manatahan,,Semula wil. Kec. Obi
82.04.28.2005,,,,,,5 Soa Sangaji,,Semula wil. Kec. Obi
82.04.28.2006,,,,,,6 Tapa,,Semula wil. Kec. Obi
82.04.29,,,,29Obi Timur,-,4,,Perda No. 8/2007
82.04.29.2001,,,,,,1 Kelo,,Semula wil. Kec. Obi
82.04.29.2002,,,,,,2 Sum,,Semula wil. Kec. Obi
82.04.29.2003,,,,,,3 Susepe,,Semula wil. Kec. Obi
82.04.29.2004,,,,,,4 Wooi,,Semula wil. Kec. Obi
82.04.30,,,,30Obi Utara,-,7,,Perda No. 8/2007
82.04.30.2001,,,,,,1 Cap,,Semula wil. Kec. Obi
82.04.30.2002,,,,,,2 Madopolo,,Semula wil. Kec. Obi
82.04.30.2003,,,,,,3 Galala,,Semula wil. Kec. Obi
82.04.30.2004,,,,,,4 Madopolo Barat,,Semula wil. Kec. Obi
82.04.30.2005,,,,,,5 Waringi,,Semula wil. Kec. Obi
82.04.30.2006,,,,,,6 Pasir Putih,,Semula wil. Kec. Obi
82.04.30.2007,,,,,,7 Madopolo Timur,,Semula wil. Kec. Obi
