K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.02.04.2011,,,,,,"11 Kampung Melayu
Gabungan",,
11.02.04.2012,,,,,,12 Terutung Pedi,,
11.02.04.2013,,,,,,13 Kute Rih,,
11.02.04.2014,,,,,,14 Gumpang Jaya,,
11.02.04.2015,,,,,,15 Pulo Latong,,
11.02.04.2016,,,,,,16 Kutacane Lama,,
11.02.04.2017,,,,,,17 Batu Mbulan Mbaru,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.04.2018,,,,,,18 Pulo Peding,,
11.02.04.2019,,,,,,19 Mendabe,,
11.02.04.2020,,,,,,20 Ujung Barat,,
11.02.04.2021,,,,,,21 Pekhapat Titi Panjang,,"Qanun No. 30/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.04.2022,,,,,,22 Pekhapat Sepakat,,"Qanun No. 30/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.04.2023,,,,,,23 Alas Marancar,,"Qanun No. 30/2006, Perbaikan nama Surat Pem Aceh No. 146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017.
Perbaikan nama desa semula Alas Marantcar menjadi Alas Marancar,
sesuai:
Qanun No. 30 Tahun 2006; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.02.04.2024,,,,,,24 Batu Mbulan Sepakat,,Qanun No. 30/2006
11.02.04.2025,,,,,,25 Pulo Sanggakh,,Qanun No. 30/2006
11.02.04.2026,,,,,,26 Melayu I,,Qanun No. 30/2006
11.02.04.2027,,,,,,"27 Mbarung Datuk
Saudane",,"Qanun No. 30/2006, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
,,,,,,"Pulo Kemiri
Gabungan",,
11.02.05,,,,5Badar,-,18,,
,,,,,,Ranta Dior,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
,,,,,,Salang Sigotom,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
,,,,,,Gusung Batu,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
,,,,,,Salang Baru,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
11.02.05.2005,,,,,,1 Salang Alas,,
,,,,,,Kaya Panggur,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
,,,,,,Sepakat,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
,,,,,,Lembah Alas,,"Menjadi wil. Kec. Deleng Pokhkisen, Qanun No. 19/2006"
,,,,,,,,
