NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Muting,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Naukenjerai,,,,,,,,,"Menjadi wil. Prov Papua Selatan; UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Tanah Miring,,,,,,,,,"Menjadi wil. Prov Papua Selatan; UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Tubang,,,,,,,,,"Menjadi wil. Prov Papua Selatan; UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Ulilin,,,,,,,,,"Menjadi wil. Prov Papua Selatan; UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Waan,,,,,,,,,"Menjadi wil. Prov Papua Selatan; UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,91.02,2 KAB. JAYAWIJAYA,Wamena,,,,,,,,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No.
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Asologaima,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Asolokobal,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wolo,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wouma,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Yalengga,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Walelagama,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wame,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wamena,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022
tentang Pembentukan Provinsi Papua Pegunungan"
,,Welesi,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wesaput,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wita Waya,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Tagineri,,,,,,,,,Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
