K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.12.06.2009,,,,,,8 Kessing,,
73.12.06.2010,,,,,,9 Pising,,
73.12.07,,,,7Ganra,-,4,,
73.12.07.2001,,,,,,1 Belo,,
73.12.07.2002,,,,,,2 Ganra,,
73.12.07.2003,,,,,,3 Lompulle,,
73.12.07.2004,,,,,,4 Enrekeng,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
73.12.08,,,,8Citta,-,4,,
73.12.08.2001,,,,,,1 Citta,,
73.12.08.2002,,,,,,2 Kampiri,,
73.12.08.2003,,,,,,3 Labae,,
73.12.08.2004,,,,,,4 Tinco,,
