K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72,SULAWESI TENGAH,,,,,,,
72.02,KAB. POSO,,,19,28,142,"7.545,930","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
72.02.01,,,,1Poso Kota,7,-,,
72.02.01.1001,,,,,1Moengko Lama,,,
72.02.01.1002,,,,,2Moengko Baru,,,
72.02.01.1003,,,,,3Kayamanya,,,
,,,,,Lembomawo,,,"Menjadi wil. Kec. Poso Kota Selatan, Perda No.12/2005"
,,,,,Ronononcu,,,"Menjadi wil. Kec. Poso Kota Selatan, Perda No.12/2005"
,,,,,Kawua,,,"Menjadi wil. Kec. Poso Kota Selatan, Perda No.12/2005"
72.02.01.1007,,,,,4Gebangrejo,,,
,,,,,Bonesompe,,,"Menjadi wil. Kec. Poso Kota Utara, Perda No.12/2005"
,,,,,Kasintuwu,,,"Menjadi wil. Kec. Poso Kota Utara, Perda No.12/2005"
,,,,,Lawanga,,,"Menjadi wil. Kec. Poso Kota Utara, Perda No.12/2005"
,,,,,Lombogia,,,"Menjadi wil. Kec. Poso Kota Utara, Perda No.12/2005"
,,,,,Sayo,,,"Menjadi wil. Kec. Poso Kota Selatan, Perda No.12/2005"
,,,,,Bukit Bambu,,,"Menjadi wil. Kec. Poso Kota Selatan, Perda No.12/2005"
,,,,,Tegalrejo,,,"Menjadi wil. Kec. Poso Kota Utara, Perda No.12/2005"
,,,,,Madale,,,"Menjadi wil. Kec. Poso Kota Utara, Perda No.12/2005"
72.02.01.1016,,,,,5Gebangrejo Timur,,,Pemekaran Kel. Gebangrejo Perda No. 12/2012
72.02.01.1017,,,,,6Gebangrejo Barat,,,Pemekaran Kel. Gebangrejo Perda No. 12/2012
72.02.01.1018,,,,,7Kayamanya Sentral,,,Pemekaran Kel. Kayamanya Perda No. 12/2012
72.02.02,,,,2Poso Pesisir,3,13,,
,,,,,,Dewua,,Menjadi wil. Kec. Poso Pesisir Selatan
,,,,,,Sangginora,,Menjadi wil. Kec. Poso Pesisir Selatan
,,,,,,Tangkura,,Menjadi wil. Kec. Poso Pesisir Selatan
,,,,,,Malitu,,Menjadi wil. Kec. Poso Pesisir Selatan
,,,,,,Patiwungga,,Menjadi wil. Kec. Poso Pesisir Selatan
,,,,,,Betalemba,,Menjadi wil. Kec. Poso Pesisir Selatan
72.02.02.2007,,,,,,1 Betania,,
72.02.02.1008,,,,,1Kasinguncu,,,
72.02.02.1009,,,,,2Mapane,,,
72.02.02.2010,,,,,,2 Toini,,
,,,,,,Pantangolemba,,Menjadi wil. Kec. Poso Pesisir Selatan
72.02.02.2012,,,,,,3 Bega,,
72.02.02.2013,,,,,,4 Masamba,,
72.02.02.2014,,,,,,5 Saatu,,
72.02.02.2015,,,,,,6 Pinedapa,,
,,,,,,,,
