Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.11.40166,Pulau Kokudang Pauno,,"01°54'47.99"" S 123°40'19.99"" T",BP
72.11.40167,Pulau Kramat,,"01°36'04.96"" S 123°29'27.21"" T",TBP
72.11.40168,Pulau Kramat,,"02°08'37.00"" S 123°39'24.00"" T",
72.11.40169,Pulau Labobo,,"01°43'49.00"" S 123°19'43.00"" T",TBP
72.11.40170,Pulau Labobo Pauno,,"01°48'33.00"" S 123°15'20.99"" T",TBP
72.11.40171,Pulau Labugis,,"01°56'32.83"" S 123°38'49.19"" T",TBP
72.11.40172,Pulau Lasombelo,,"01°52'16.75"" S 123°41'23.29"" T",TBP
72.11.40173,Pulau Leelang,,"02°07'50.99"" S 123°38'16.00"" T",TBP
72.11.40174,Pulau Leles,,"01°56'30.35"" S 123°42'16.79"" T",TBP
72.11.40175,Pulau Lesampuanmarintas,,"02°10'17.00"" S 123°40'18.00"" T",TBP
72.11.40176,Pulau Linsaweh,,"01°59'03.00"" S 123°15'20.00"" T",TBP
72.11.40177,Pulau Lobitoloi,,"01°41'01.00"" S 123°28'37.99"" T",TBP
72.11.40178,Pulau Loiso,,"01°57'33.33"" S 123°42'33.24"" T",TBP
72.11.40179,Pulau Loiso,,"02°05'51.00"" S 123°51'47.99"" T",TBP
72.11.40180,Pulau Loiso Pauno,,"01°56'58.15"" S 123°42'16.54"" T",TBP
72.11.40181,Pulau Lokoi,,"02°07'25.00"" S 123°26'42.00"" T",TBP
72.11.40182,Pulau Lokotoi Besar,,"01°29'24.00"" S 123°30'46.00"" T",TBP
72.11.40183,Pulau Lokotoi Kecil,,"01°29'43.06"" S 123°31'25.52"" T",TBP
72.11.40184,Pulau Lokotoi Kecil Barat,,"01°29'47.73"" S 123°31'21.76"" T",TBP
72.11.40185,Pulau Lokotoi Kecil Tengah,,"01°28'48.63"" S 123°31'28.33"" T",TBP
72.11.40186,Pulau Lokotoi Kecil Timur,,"01°28'42.17"" S 123°32'00.52"" T",TBP
72.11.40187,Pulau Lomunan,,"01°56'55.00"" S 123°11'53.00"" T",TBP
72.11.40188,Pulau Lono Basal,,"01°57'15.00"" S 123°43'26.00"" T",TBP
72.11.40189,Pulau Lono Pauno,,"01°57'20.99"" S 123°43'25.00"" T",TBP
72.11.40190,Pulau Lumbano,,"01°57'05.84"" S 123°43'04.93"" T",TBP
72.11.40191,Pulau Mallangan,,"01°52'32.00"" S 123°45'47.00"" T",TBP
72.11.40192,Pulau Mallatan,,"02°00'09.92"" S 123°52'19.42"" T",TBP
72.11.40193,Pulau Mamuda,,"01°57'12.58"" S 123°38'09.25"" T",TBP
72.11.40194,Pulau Masepe,,"02°01'50.00"" S 123°46'14.00"" T",BP
72.11.40195,Pulau Masibuk,,"02°12'15.00"" S 123°24'09.00"" T",TBP
72.11.40196,Pulau Mato Kecil Selatan,,"01°38'17.00"" S 123°28'54.99"" T",TBP
72.11.40197,Pulau Mato Kecil Utara,,"01°37'49.00"" S 123°28'57.00"" T",TBP
72.11.40198,Pulau Mato Selatan,,"01°38'26.00"" S 123°28'50.99"" T",TBP
72.11.40199,Pulau Mato Utara Dalam,,"01°37'44.00"" S 123°28'53.00"" T",TBP
72.11.40200,Pulau Mato Utara Luar,,"01°37'35.00"" S 123°28'41.99"" T",TBP
72.11.40201,Pulau Mato Utara Tengah,,"01°37'41.33"" S 123°28'45.49"" T",TBP
72.11.40202,Pulau Mato Utara-Tengah Kecil,,"01°37'40.12"" S 123°28'41.47"" T",TBP
72.11.40203,Pulau Mbomboleh,,"02°01'12.26"" S 123°45'02.35"" T",TBP
72.11.40204,Pulau Mborunding,,"01°57'00.71"" S 123°37'58.94"" T",TBP
72.11.40205,Pulau Minanga,,"01°56'03.00"" S 123°42'00.00"" T",TBP
