K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.01,KAB. BOGOR,,,40,19,416,"2.991,778","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.01.01,,,,1Cibinong,13,-,,
32.01.01.1001,,,,,1Pondok Rajeg,,,
32.01.01.1002,,,,,2Karadenan,,,
32.01.01.1003,,,,,3Harapanjaya,,,
32.01.01.1004,,,,,4Nanggewer,,,
32.01.01.1005,,,,,5Nanggewer Mekar,,,
32.01.01.1006,,,,,6Cibinong,,,
32.01.01.1007,,,,,7Pakansari,,,
32.01.01.1008,,,,,8Tengah,,,
32.01.01.1009,,,,,9Sukahati,,,
32.01.01.1010,,,,,10Ciriung,,,
32.01.01.1011,,,,,11Cirimekar,,,
32.01.01.1012,,,,,12Pabuaran,,,
32.01.01.1013,,,,,13Pabuaran Mekar,,,"pemekaran wil Kel Pabuaran, Perda No 11/2015"
32.01.02,,,,2Gunung Putri,-,10,,
32.01.02.2001,,,,,,1 Wanaherang,,
32.01.02.2002,,,,,,2 Bojong Kulur,,
32.01.02.2003,,,,,,3 Ciangsana,,
32.01.02.2004,,,,,,4 Gunung Putri,,
32.01.02.2005,,,,,,5 Bojong Nangka,,
32.01.02.2006,,,,,,6 Tlajung Udik,,
32.01.02.2007,,,,,,7 Cicadas,,
32.01.02.2008,,,,,,8 Cikeas Udik,,
32.01.02.2009,,,,,,9 Nagrak,,
32.01.02.2010,,,,,,10 Karanggan,,
32.01.03,,,,3Citeureup,2,12,,
32.01.03.2001,,,,,,1 Puspasari,,
32.01.03.2002,,,,,,2 Citeureup,,
32.01.03.2003,,,,,,3 Leuwinutug,,Koreksi penulisan Perda No. 3/2003
32.01.03.2004,,,,,,4 Tajur,,
32.01.03.2005,,,,,,5 Sanja,,
32.01.03.1006,,,,,1Puspanegara,,,
32.01.03.1007,,,,,2Karang Asem Barat,,,
32.01.03.2008,,,,,,6 Karang Asem Timur,,
32.01.03.2009,,,,,,7 Tarikolot,,
,,,,,,,,
