NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,11.72.02,2 Sukajaya,,,,,,7,,,
,11.72.03,3 Sukamakmue,,,,,,6,,,"Pemekaran Kec. Sukakarya dan Kec. Sukajaya sesuai
Perda No. 4/2020"
,11.73,21 KOTA LHOKSEUMAWE,Lhokseumawe,,,4,0,68,133,191.688,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.73.01,1 Muara Dua,,,,,,17,,,
,11.73.02,2 Banda Sakti,,,,,,18,,,
,11.73.03,3 Blang Mangat,,,,,,22,,,
,11.73.04,4 Muara Satu,,,,,,11,,,Qanun No. 1/2006
,11.74,22 KOTA LANGSA,Langsa,,,5,0,66,224,186.075,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.74.01,1 Langsa Timur,,,,,,16,,,
,11.74.02,2 Langsa Barat,,,,,,13,,,
,11.74.03,3 Langsa Kota,,,,,,10,,,
,11.74.04,4 Langsa Lama,,,,,,15,,,Qanun No. 5/2007
,11.74.05,5 Langsa Baro,,,,,,12,,,Qanun No. 5/2007
,11.75,23 KOTA SUBULUSSALAM,Subulussalam,,,5,0,82,1.184,96.296,"UU No.8/2007.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.75.01,1 Simpang Kiri,,,,,,17,,,Semula wil. Kab. Aceh Singkil
,11.75.02,2 Penanggalan,,,,,,13,,,Semula wil. Kab. Aceh Singkil
,11.75.03,3 Rundeng,,,,,,23,,,Semula wil. Kab. Aceh Singkil
,11.75.04,4 Sultan Daulat,,,,,,19,,,Semula wil. Kab. Aceh Singkil
,11.75.05,5 Longkib,,,,,,10,,,Semula wil. Kab. Aceh Singkil
