K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.05.10,,,,10Karamat,-,7,,Perda No. 21/2007
72.05.10.2001,,,,,,1 Mokupo,,Semula wil. Kec. Biau
72.05.10.2002,,,,,,2 Mendaan,,Semula wil. Kec. Biau
72.05.10.2003,,,,,,3 Baruga,,Semula wil. Kec. Biau
72.05.10.2004,,,,,,4 Monano,,Semula wil. Kec. Biau
72.05.10.2005,,,,,,5 Busak I,,Semula wil. Kec. Biau
72.05.10.2006,,,,,,6 Busak II,,Semula wil. Kec. Biau
72.05.10.2007,,,,,,7 Lamakan,,Semula wil. Kec. Biau
72.05.11,,,,11Paleleh Barat,-,7,,Perda No. 21/2007
72.05.11.2001,,,,,,1 Bodi,,Semula wil. Kec. Paleleh
72.05.11.2002,,,,,,2 Tayokan,,Semula wil. Kec. Paleleh
72.05.11.2003,,,,,,3 Harmoni,,Menjadi wil. Kec. Paleleh
72.05.11.2004,,,,,,4 Lunguto,,Semula wil. Kec. Paleleh
72.05.11.2005,,,,,,5 Timbulon,,semula wil. Kec. Paleleh
72.05.11.2006,,,,,,6 Oyak,,Semula wil. Kec. Paleleh
72.05.11.2007,,,,,,7 Hulubalang,,Semula wil. Kec. Paleleh
