K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.28.04.1015,,,,,7Gladak Anyar,,,"Perbaikan nama kelurahan semula Geladak Anyar menjadi Gladak
Anyar sesuai Surat Bupati Pamekasan Tanggal 7 Juli 2022 No.
005/138/432.011/2022."
35.28.04.1016,,,,,8Kolpajung,,,
35.28.04.1017,,,,,9Kowel,,,
35.28.04.2018,,,,,,9 Toronan,,
35.28.05,,,,5Proppo,-,27,,
35.28.05.2001,,,,,,1 Karang Anyar,,
35.28.05.2002,,,,,,2 Toket,,
35.28.05.2003,,,,,,3 Candi Burung,,
35.28.05.2004,,,,,,4 Batu Kalangan,,"Koreksi nama Srt pemprov no 140/9013/011/2017 tgl 12 Mei 2017
dan Srt Pemdes No No 146/3672/BPD tgl 21 Juni 2017"
35.28.05.2005,,,,,,5 Gro'om,,
35.28.05.2006,,,,,,6 Srambah,,
35.28.05.2007,,,,,,7 Pangtonggal,,
35.28.05.2008,,,,,,8 Samiran,,
35.28.05.2009,,,,,,9 Kodik,,
35.28.05.2010,,,,,,10 Klampar,,
35.28.05.2011,,,,,,11 Samatan,,
35.28.05.2012,,,,,,12 Lenteng,,
35.28.05.2013,,,,,,13 Talangoh,,Koreksi nama Perbub No. 2/2013
35.28.05.2014,,,,,,14 Billa'an,,
35.28.05.2015,,,,,,15 Rangperang Laok,,
35.28.05.2016,,,,,,16 Rangperang Daja,,
35.28.05.2017,,,,,,17 Banyubulu,,
35.28.05.2018,,,,,,18 Pangorayan,,
35.28.05.2019,,,,,,19 Panglemah,,
35.28.05.2020,,,,,,20 Mapper,,
35.28.05.2021,,,,,,21 Proppo,,
35.28.05.2022,,,,,,22 Jambringin,,Koreksi nama Perbub No. 2/2013
35.28.05.2023,,,,,,23 Campor,,
35.28.05.2024,,,,,,24 Panaguan,,Koreksi nama Perbub No. 2/2013
35.28.05.2025,,,,,,25 Pangbatok,,
35.28.05.2026,,,,,,26 Tattangoh,,
35.28.05.2027,,,,,,27 Badung,,
35.28.06,,,,6Palengaan,-,12,,"Koreksi nama Perbub No. 2/2013.
Perbaikan nama kecamatan semula Palenggaan menjadi Palengaan
sesuai Surat Bupati Pamekasan Tanggal 7 Juli 2022 No.
005/138/432.011/2022."
35.28.06.2001,,,,,,1 Banyupelle,,"Koreksi nama Srt pemprov no 140/9013/011/2017 tgl 12 Mei 2017
dan Srt Pemdes No No 146/3672/BPD tgl 21 Juni 2017"
35.28.06.2002,,,,,,2 Rek Kerrek,,
,,,,,,,,
