K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.02.18.2006,,,,,,6 Pasir Wetan,,
33.02.18.2007,,,,,,7 Pasir Lor,,
33.02.18.2008,,,,,,8 Pasir Kulon,,
33.02.18.2009,,,,,,9 Jipang,,
33.02.18.2010,,,,,,10 Karanggude Kulon,,"Perbaikan nama desa semula Karanggude menjadi Karanggude Kulon,
sesuai:
Perda Kab. Banyumas No 12 Tahun 202; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
33.02.18.2011,,,,,,11 Singasari,,
33.02.18.2012,,,,,,12 Babakan,,
33.02.18.2013,,,,,,13 Sunyalangu,,
33.02.19,,,,19Sokaraja,-,18,,
33.02.19.2001,,,,,,1 Kalikidang,,
33.02.19.2002,,,,,,2 Wiradadi,,
33.02.19.2003,,,,,,3 Karangkedawung,,
33.02.19.2004,,,,,,4 Sokaraja Tengah,,
33.02.19.2005,,,,,,5 Sokaraja Kidul,,
33.02.19.2006,,,,,,6 Klahang,,
33.02.19.2007,,,,,,7 Banjarsari Kidul,,
33.02.19.2008,,,,,,8 Sokaraja Wetan,,
33.02.19.2009,,,,,,9 Jompo Kulon,,
33.02.19.2010,,,,,,10 Banjaranyar,,
33.02.19.2011,,,,,,11 Lemberang,,
33.02.19.2012,,,,,,12 Karangduren,,
33.02.19.2013,,,,,,13 Sokaraja Lor,,
33.02.19.2014,,,,,,14 Kedondong,,
33.02.19.2015,,,,,,15 Pamijen,,
33.02.19.2016,,,,,,16 Sokaraja Kulon,,
33.02.19.2017,,,,,,17 Karangnanas,,
33.02.19.2018,,,,,,18 Karangrau,,
33.02.20,,,,20Kembaran,-,16,,
33.02.20.2001,,,,,,1 Ledug,,
33.02.20.2002,,,,,,2 Pliken,,
33.02.20.2003,,,,,,3 Purwodadi,,
33.02.20.2004,,,,,,4 Karang Tengah,,Srt Sekda Kab. Banyumas No. 140/909 tgl 18 Februari 2016
33.02.20.2005,,,,,,5 Kramat,,
33.02.20.2006,,,,,,6 Sambeng Wetan,,
33.02.20.2007,,,,,,7 Sambeng Kulon,,
33.02.20.2008,,,,,,8 Purbadana,,
33.02.20.2009,,,,,,9 Kembaran,,
33.02.20.2010,,,,,,10 Bojongsari,,
