Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21,KEPULAUAN RIAU,14,,
21.00.40001,Pulau Batubulai,,"00°52'04.42"" S 104°24'18.42"" T",
21.00.40002,Pulau Lampu,,"00°52'11.16"" S 104°24'16.72"" T",BP
21.00.40003,Pulau Layak,,"00°51'56.37"" S 104°24'33.99"" T",
21.00.40004,Pulau Layar,,"00°51'14.22"" S 104°24'40.58"" T",
21.00.40005,Pulau Manjin,,"00°52'05.99"" S 104°24'18.00"" T",
21.00.40006,Pulau Nyirih,,"00°51'53.13"" S 104°24'39.77"" T",
21.00.40007,Pulau Siuma,,"00°51'12.34"" S 104°24'42.99"" T",
21.00.40008,Pulau Sluma,,"00°51'04.81"" S 104°25'14.53"" T",
21.00.40009,Pulau Telor,,"00°51'14.91"" S 104°24'37.39"" T",
21.00.40010,Pulau Telur,,"00°51'00.00"" S 104°25'08.00"" T",
21.00.40011,Pulau Tokongberlayar,,"00°52'03.55"" S 104°24'19.06"" T",
21.00.40012,Pulau Tokongempatlima,,"00°51'58.50"" S 104°24'38.60"" T",
21.00.40013,Pulau Tokongsluma,,"00°51'00.23"" S 104°25'19.83"" T",
21.00.40014,Pulau Ujungbatu,,"00°50'41.38"" S 104°25'03.15"" T",
21.01,KAB. BINTAN,263,,
21.01.40001,Pulau Air Besar,,"00°59'07.87"" U 104°51'23.11"" T",TBP
21.01.40002,Pulau Air Kecil,,"00°59'01.63"" U 104°51'21.11"" T",TBP
21.01.40003,Pulau Ajap,,"00°47'51.00"" U 104°36'40.00"" T",TBP
21.01.40004,Pulau Alangbakau,,"00°46'53.00"" U 104°30'51.99"" T",TBP
21.01.40005,Pulau Alanghutan,,"00°47'08.99"" U 104°31'04.00"" T",BP
21.01.40006,Pulau Alursirai,,"00°44'52.00"" U 104°35'10.00"" T",BP
21.01.40007,Pulau Anak Malangberdaun,,"01°14'23.05"" U 104°33'43.82"" T",
21.01.40008,Pulau Anak Tapaigunung,,"00°46'14.00"" U 104°26'44.99"" T",
21.01.40009,Pulau Anak Tapaipasir,,"00°46'21.90"" U 104°26'10.39"" T",
21.01.40010,Pulau Anakaur,,"00°33'20.00"" U 106°58'36.99"" T",TBP
21.01.40011,Pulau Angkut,,"00°50'30.00"" U 104°37'05.99"" T",TBP
21.01.40012,Pulau Antu,,"00°54'48.92"" U 104°40'15.40"" T",TBP
21.01.40013,Pulau Balau,,"01°06'53.54"" U 104°38'06.94"" T",TBP
21.01.40014,Pulau Batu,,"00°34'52.00"" U 107°06'23.00"" T",TBP
21.01.40015,Pulau Batu Manjin Kecil,,"01°08'44.20"" U 104°17'06.69"" T",
21.01.40016,Pulau Batuberias Besar,,"01°01'55.66"" U 104°47'34.86"" T",TBP
21.01.40017,Pulau Batuberias Kecil,,"01°01'55.29"" U 104°47'35.24"" T",TBP
21.01.40018,Pulau Batukucing,,"01°11'29.00"" U 104°21'33.99"" T",TBP
21.01.40019,Pulau Batukucing Kecil,,"01°11'58.20"" U 104°25'09.19"" T",
21.01.40020,Pulau Batuputih,,"00°42'53.17"" U 104°44'38.58"" T",TBP
21.01.40021,Pulau Batutukong,,"00°45'31.84"" U 104°48'04.48"" T",TBP
