K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61,KALIMANTAN BARAT,,,,,,,
61.72,KOTA SINGKAWANG,,,5,26,0,"550,187","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
61.72.01,,,,1Singkawang Tengah,6,-,,
61.72.01.1001,,,,,1Roban,,,
61.72.01.1002,,,,,2Condong,,,
61.72.01.1003,,,,,3Sekip Lama,,,
61.72.01.1004,,,,,4Jawa,,,
61.72.01.1005,,,,,5Bukit Batu,,,
61.72.01.1006,,,,,6Sungai Wie,,,"Semula wil. Kec. Singkawang Barat, Perda No. 2/2003"
61.72.02,,,,2Singkawang Barat,4,-,,
61.72.02.1001,,,,,1Pasiran,,,
61.72.02.1002,,,,,2Melayu,,,
61.72.02.1003,,,,,3Tengah,,,
61.72.02.1004,,,,,4Kuala,,,
,,,,,Sungai Wie,,,"Menjadi Wil. Kec. Singkawang Tengah, Perda No.2/2003"
61.72.03,,,,3Singkawang Timur,5,-,,
61.72.03.1001,,,,,1Pajintan,,,
61.72.03.1002,,,,,2Nyarumkop,,,
61.72.03.1003,,,,,3Maya Sopa,,,
61.72.03.1004,,,,,4Bagak Sahwa,,,
61.72.03.1005,,,,,5Sanggau Kulor,,,
61.72.04,,,,4Singkawang Utara,7,-,,
61.72.04.1001,,,,,1Sungai Garam Hilir,,,
61.72.04.1002,,,,,2Naram,,,
61.72.04.1003,,,,,3Sungai Bulan,,,
61.72.04.1004,,,,,4Sungai Rasau,,,
61.72.04.1005,,,,,5Setapuk Kecil,,,
61.72.04.1006,,,,,6Setapuk Besar,,,
61.72.04.1007,,,,,7Semelagi Kecil,,,
61.72.05,,,,5Singkawang Selatan,4,-,,
61.72.05.1001,,,,,1Sedau,,,
61.72.05.1002,,,,,2Sagatani,,,
61.72.05.1003,,,,,3Sijangkung,,,
61.72.05.1004,,,,,4Pangmilang,,,
