NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,64.11.04,4 Long Apari,,,,,,10,,,"Semula wil Kab. Kutai Barat, sesuai UU No. 2/2013"
,64.11.05,5 Long Pahangai,,,,,,13,,,"Semula wil Kab. Kutai Barat, sesuai UU No. 2/2013"
,64.71,8 KOTA BALIKPAPAN,Balikpapan,,,6,34,0,510,718.423,"Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.71.01,1 Balikpapan Timur,,,,,4,,,,
,64.71.02,2 Balikpapan Barat,,,,,6,,,,
,64.71.03,3 Balikpapan Utara,,,,,6,,,,
,64.71.04,4 Balikpapan Tengah,,,,,6,,,,
,64.71.05,5 Balikpapan Selatan,,,,,7,,,,
,64.71.06,6 Balikpapan Kota,,,,,5,,,,"Pemekaran sebagian Kec. Balikpapan Selatan, Perda No. 8/2012"
,64.72,9 KOTA SAMARINDA,Samarinda,,,10,59,0,717,838.935,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.72.01,1 Palaran,,,,,5,,,,
,64.72.02,2 Samarinda Seberang,,,,,6,,,,
,64.72.03,3 Samarinda Ulu,,,,,8,,,,
,64.72.04,4 Samarinda Ilir,,,,,5,,,,
,64.72.05,5 Samarinda Utara,,,,,8,,,,
,64.72.06,6 Sungai Kunjang,,,,,7,,,,
,64.72.07,7 Sambutan,,,,,5,,,,Pemekaran Kec. Perda No. 2/2010
,64.72.08,8 Sungai Pinang,,,,,5,,,,Pemekaran Kec. Perda No. 2/2010
,64.72.09,9 Samarinda Kota,,,,,5,,,,Pemekaran Kec. Perda No. 2/2010
,64.72.10,10 Loa Janan Ilir,,,,,5,,,,Pemekaran Kec. Perda No. 2/2010
,64.74,10 KOTA BONTANG,Bontang,,,3,15,0,161,185.928,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.74.01,1 Bontang Utara,,,,,6,,,,
,64.74.02,2 Bontang Selatan,,,,,6,,,,
,64.74.03,3 Bontang Barat,,,,,3,,,,
