K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.07,KAB. CIAMIS,,,27,7,258,"1.595,937","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.07.01,,,,1Ciamis,7,5,,
32.07.01.1001,,,,,1Ciamis,,,
32.07.01.1002,,,,,2Kertasari,,,
32.07.01.1003,,,,,3Maleber,,,
32.07.01.1004,,,,,4Cigembor,,,
32.07.01.1005,,,,,5Benteng,,,
32.07.01.1006,,,,,6Linggasari,,,
32.07.01.1007,,,,,7Sindangrasa,,,
32.07.01.2008,,,,,,1 Pawindan,,
32.07.01.2009,,,,,,2 Cisadap,,
32.07.01.2010,,,,,,3 Imbanagara,,
32.07.01.2011,,,,,,4 Imbanagara Raya,,
32.07.01.2012,,,,,,5 Panyingkiran,,
,,,,,,Saguling,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Sukamaju,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Baregbeg,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Petirhilir,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Jelat,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Karangampel,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Mekarjaya,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Pusakanagara,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
,,,,,,Sukamulya,,"Menjadi wil. Kec. Baregbeg, Perda No. 15/2004"
32.07.02,,,,2Cikoneng,-,9,,
32.07.02.2001,,,,,,1 Cikoneng,,
32.07.02.2002,,,,,,2 Margaluyu,,
32.07.02.2003,,,,,,3 Sindangsari,,
,,,,,,Gunungcupu,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
,,,,,,Budiharja,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
,,,,,,Budiasih,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
,,,,,,Sukaraja,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
,,,,,,Sukaresik,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
,,,,,,Sukamanah,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
,,,,,,Sukasenang,,"Menjadi wil. Kec. Sindangkasih, Perda No. 15/2004"
32.07.02.2011,,,,,,4 Panaragan,,
32.07.02.2012,,,,,,5 Darmacaang,,
,,,,,,,,
