K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53,NUSA TENGGARA TIMUR,,,,,,,
53.03,KAB. TIMOR TENGAH UTARA,,,24,11,182,"2.623,200","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
53.03.01,,,,1Miomaffo Timur,-,11,,"Perbaikan nama kecamatan semula Miomafo Timur menjadi Miomaffo
Timur berdasarkan Perda Kab. Timor Tengah Utara No. 5 Tahun 2022
tentang Perubahan 22 (Dua Puluh Dua) Kelurahan Menjadi Desa"
,,,,,,Manamas,,"Menjadi wil. Kec. Naibenu, Perda No. 8/2007"
,,,,,,Benus,,"Menjadi wil. Kec. Naibenu, Perda No. 8/2007"
,,,,,,Bakitolas,,"Menjadi wil. Kec. Naibenu, Perda No. 8/2007"
,,,,,,Sunsea,,"Menjadi wil. Kec. Naibenu, Perda No. 8/2007"
53.03.01.2005,,,,,,1 Bokon,,
53.03.01.2006,,,,,,2 Bitefa,,"Perubahan status dari kelurahan menjadi desa; Perda Kab. Timor
Tengah Utara No. 5 Tahun 2022 tentang Perubahan 22 (Dua Puluh
Dua) Kelurahan Menjadi Desa"
53.03.01.2007,,,,,,3 Keanbaun,,
,,,,,,Faenake,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Banain A,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Banain B,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Banain C,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Sainoni,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Tes,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Napan,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Haumeni,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
,,,,,,Buk,,"Menjadi wil. Kec. Bikomi Tengah, Perda No. 8/2007"
,,,,,,Baas,,"Menjadi wil. Kec. Bikomi Utara, Perda No. 8/2007"
53.03.01.2018,,,,,,4 Amol,,
53.03.01.2019,,,,,,5 Fatusene,,
53.03.01.2020,,,,,,6 Oesena,,"Perubahan status dari kelurahan menjadi desa; Perda Kab. Timor
Tengah Utara No. 5 Tahun 2022 tentang Perubahan 22 (Dua Puluh
Dua) Kelurahan Menjadi Desa"
53.03.01.2021,,,,,,7 Jak,,
53.03.01.2022,,,,,,8 Tuntun,,
53.03.01.2023,,,,,,9 Tunoe,,
53.03.01.2024,,,,,,10 Femnasi,,
53.03.01.2025,,,,,,11 Taekas,,
,,,,,,Oenenu,,"Menjadi wil. Kec. Bikomi Tengah, Perda No. 8/2007"
,,,,,,Nimasi,,"Menjadi wil. Kec. Bikomi Tengah, Perda No. 8/2007"
,,,,,,Oelbonak,,"Menjadi wil. Kec. Bikomi Tengah, Perda No. 8/2007"
,,,,,,Kuenak,,"Menjadi wil. Kec. Bikomi Tengah, Perda No. 8/2007"
,,,,,,Inbate,,"Menjadi wil. Kec. Bikomi Nilulat, Perda No. 8/2007"
