K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
71.05.15.2015,,,,,,8 Lolombulan Makasili,,Pemekaran desa Makasili Perda No. 8/2011
71.05.16,,,,11Maesaan,-,12,,Perda No 18/2005
71.05.16.2001,,,,,,1 Tumani,,Semula wil. Kec. Tompaso Baru
71.05.16.2002,,,,,,2 Lowian,,Semula wil. Kec. Tompaso Baru
71.05.16.2003,,,,,,3 Kinaweruan,,Semula wil. Kec. Tompaso Baru
71.05.16.2004,,,,,,4 Liningaan,,Semula wil. Kec. Tompaso Baru
71.05.16.2005,,,,,,5 Bojonegoro,,Semula wil. Kec. Tompaso Baru
71.05.16.2006,,,,,,6 Tambelang,,Semula wil. Kec. Tompaso Baru
71.05.16.2007,,,,,,7 Kinamang,,Semula wil. Kec. Tompaso Baru
71.05.16.2008,,,,,,8 Temboan,,Semula wil. Kec. Tompaso Baru
71.05.16.2009,,,,,,9 Kinamang Satu,,Perda No. 12/2006
71.05.16.2010,,,,,,10 Lowian Satu,,Pemekaran desa Lowian Perda No. 8/2011
71.05.16.2011,,,,,,11 Tumani Utara,,Pemekaran Desa Tumani Perda No 01/2010
71.05.16.2012,,,,,,12 Tumani Selatan,,Pemekaran Desa Tumani Perda No 01/2010
71.05.17,,,,12Amurang Barat,2,8,,"Perda No 18/2005, Diperbaharui Perda No. 8/2008"
71.05.17.2001,,,,,,1 Kapitu,,Semula wil. Kec. Amurang
71.05.17.1002,,,,,1Kawangkoan Bawah,,,Semula wil. Kec. Amurang
71.05.17.1003,,,,,2Rumoong Bawah,,,Semula wil. Kec. Amurang
71.05.17.2004,,,,,,2 Rumoong Bawah,,Perda No. 17/2005
71.05.17.2005,,,,,,3 Tewasen,,Semula wil. Kec.Tenga
71.05.17.2006,,,,,,4 Pondos,,Semula wil. Kec.Tenga
71.05.17.2007,,,,,,5 Elusan,,Semula wil. Kec.Tenga
71.05.17.2008,,,,,,6 Teep,,Semula wil. Kec.Tenga
71.05.17.2009,,,,,,7 Wakan,,"Perda No. 8/2008, Semula wil. Kec. Kumelembuai"
71.05.17.2010,,,,,,8 Teep Trans,,Pemekaran Desa Teep Perda No 01/2010
71.05.18,,,,13Amurang Timur,2,8,,Perda No 18/2005
71.05.18.2001,,,,,,1 Lopana,,Semula wil. Kec. Amurang
71.05.18.1002,,,,,1Pondang,,,Semula wil. Kec. Amurang
71.05.18.1003,,,,,2Ranomea,,,Semula wil. Kec. Amurang
71.05.18.2004,,,,,,2 Pinaling,,Semula wil. Kec. Amurang
71.05.18.2005,,,,,,3 Kota Menara,,Semula wil. Kec. Amurang
71.05.18.2006,,,,,,4 Maliku,,Semula wil. Kec. Amurang
71.05.18.2007,,,,,,5 Ritey,,Semula wil. Kec. Amurang
71.05.18.2008,,,,,,6 Malenos Baru,,Semula wil. Kec. Amurang
71.05.18.2009,,,,,,7 Maliku Satu,,Pemekaran desa Maliku Perda No. 8/2011
71.05.18.2010,,,,,,8 Lopana Satu,,Pemekaran Desa Lopana Perda No 01/2010
71.05.19,,,,14Tatapaan,-,11,,Perda No 18/2005
71.05.19.2001,,,,,,1 Paslaten,,Semula wil. Kec. Tumpaan
71.05.19.2002,,,,,,2 Sulu,,Semula wil. Kec. Tumpaan
71.05.19.2003,,,,,,3 Bajo,,Semula wil. Kec. Tumpaan
