NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.10.19,8 Panai Hilir,,,,,1,7,,,
,12.10.20,9 Panai Hulu,,,,,,7,,,
,12.11,11 KAB. DAIRI,Sidikalang,,,15,8,161,2.084,319.583,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.11.01,1 Sidikalang,,,,,5,6,,,
,12.11.02,2 Sumbul,,,,,1,18,,,
,12.11.03,3 Tigalingga,,,,,,14,,,
,12.11.04,4 Siempat Nempu,,,,,,13,,,
,12.11.05,5 Silima Pungga Pungga,,,,,1,15,,,
,12.11.06,6 Tanah Pinem,,,,,,19,,,
,12.11.07,7 Siempat Nempu Hulu,,,,,,12,,,
,12.11.08,8 Siempat Nempu Hilir,,,,,,10,,,
,12.11.09,9 Pegagan Hilir,,,,,,13,,,
,12.11.10,10 Parbuluan,,,,,,11,,,
,12.11.11,11 Lae Parira,,,,,,9,,,
,12.11.12,12 Gunung Sitember,,,,,,8,,,
,12.11.13,13 Berampu,,,,,,5,,,
,12.11.14,14 Silahisabungan,,,,,,5,,,
,12.11.15,15 Sitinjo,,,,,1,3,,,Perda No. 7/2005.
,12.12,12 KAB. TOBA,Balige,,,16,13,231,2.292,213.924,"Perubahan nama dari Kab. Toba Samosir sesuai PP No 14 tahun 2020
tgl 24 Februari 2020,
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.12.01,1 Balige,,,,,6,29,,,
,12.12.02,2 Laguboti,,,,,1,22,,,
,12.12.03,3 Silaen,,,,,,23,,,
,12.12.04,4 Habinsaran,,,,,1,21,,,
,12.12.05,5 Pintu Pohan Meranti,,,,,,7,,,
,12.12.06,6 Borbor,,,,,,15,,,
,12.12.07,7 Porsea,,,,,3,14,,,
,12.12.08,8 Ajibata,,,,,1,9,,,
,12.12.09,9 Lumban Julu,,,,,,12,,,
,12.12.10,10 Uluan,,,,,,17,,,
,,Ronggur Nihuta,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,,Sianjar Mula Mula,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,,Pangururan,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
