NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Arimop,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Bomakia,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Firiwage,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Fofi,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Iniyandit,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,91.17,17 KAB. MAPPI,Kepi,,,,,,,,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No.
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Assue,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Bamgi,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Citak-Mitak,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Edera,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Passue Bawah,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Syahcame,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Ti Zain,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Venaha,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Yakomi,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Haju,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Kaibar,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Mambioman Bapai,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang
Pembentukan Provinsi Papua Selatan"
,,Minyamur,,,,,,,,,"Menjadi wil. Prov Papua Selatan, UU No. 14 Tahun 2022 tentang"
