NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,93.02.13,13 Firiwage,,,,,,4,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.14,14 Yaniruma,,,,,,3,,,"Semula wil. Prov Papua; UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.15,15 Subur,,,,,,4,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.16,16 Kombay,,,,,,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.17,17 Ninati,,,,,,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.18,18 Sesnuk,,,,,,5,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.19,19 Ki,,,,,,4,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.02.20,20 Kawagit,,,,,,6,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03,3 KAB. MAPPI,Kepi,,,15,2,162,24.262,108.232,"Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,93.03.01,1 Obaa,,,,,1,23,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.02,2 Mambioman Bapai,,,,,,15,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.03,3 Citak-Mitak,,,,,,7,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.04,4 Edera,,,,,1,6,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.05,5 Haju,,,,,,19,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.06,6 Assue,,,,,,18,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.07,7 Kaibar,,,,,,7,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.08,8 Passue,,,,,,13,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.09,9 Minyamur,,,,,,12,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
,93.03.10,10 Venaha,,,,,,8,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan"
