K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
64,KALIMANTAN TIMUR,,,,,,,
64.07,KAB. KUTAI BARAT,,,16,4,190,"13.769,367","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Long Apari,,,,"Menjadi wil Kab. Mahakam Ulu, sesuai UU No. 2/2013"
,,,,,,Long Penaneh I,,
,,,,,,Long Kerioq,,
,,,,,,Long Penaneh II,,
,,,,,,Tiong Ohang,,
,,,,,,Long Penaneh III,,
,,,,,,Tiong Bu'u,,
,,,,,,Naha Buan,,
,,,,,,Naha Tifab,,
,,,,,,Naha Silat,,
,,,,,,Long Apari,,
,,,,Long Pahangai,,,,"Menjadi wil Kab. Mahakam Ulu, sesuai UU No. 2/2013"
,,,,,,Delang Kerohong,,
,,,,,,Long Pakaq,,
,,,,,,Long Lunuk,,
,,,,,,Long Isun,,
,,,,,,Naha Aru,,
,,,,,,Datah Naha,,
,,,,,,Lirung Ubing,,
,,,,,,Long Pahangai I,,
,,,,,,Long Pahangai II,,
,,,,,,Long Tuyoq,,
,,,,,,Liu Mulang,,
,,,,,,Long Pakaq Baru,,
,,,,,,Long Lunuk Baru,,
,,,,Long Bagun,,,,Menjadi Wil. Kab. Mahakam Ulu UU No. 2 Tahun 2013
,,,,,,Long Hurai,,
,,,,,,Long Merah,,"Menjadi wil. Kec. Laham, Perda No. 13/2003"
,,,,,,Long Melaham,,
,,,,,,Memahak Besar,,
,,,,,,Memahak Ulu,,
,,,,,,Batu Majang,,
,,,,,,Ujoh Bilang,,
,,,,,,Long Bagun Ilir,,
,,,,,,Long Bagun Ulu,,
,,,,,,,,
