K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.15,KAB. PINRANG,,,12,40,69,"1.896,575","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.15.01,,,,1Mattiro Sompe,2,7,,"Perbaikan nama kec. semula Matirro Sompe menjadi Mattiro Sompe,
sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
73.15.01.1001,,,,,1Langnga,,,
73.15.01.1002,,,,,2Pallameang,,,
73.15.01.2003,,,,,,1 Massulowalie,,
73.15.01.2004,,,,,,2 Mattombong,,
73.15.01.2005,,,,,,3 Mattongang Tongang,,
73.15.01.2006,,,,,,4 Patobong,,
73.15.01.2007,,,,,,5 Samaenre,,
73.15.01.2008,,,,,,6 Mattiro Tasi,,"Perbaikan nama desa semula Mattirotasi menjadi Mattiro Tasi, sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
73.15.01.2009,,,,,,7 Siwolong Polong,,
73.15.02,,,,2Suppa,2,8,,
73.15.02.1001,,,,,1Watang Suppa,,,
73.15.02.1002,,,,,2Tellumpanua,,,
73.15.02.2003,,,,,,1 Lero,,
73.15.02.2004,,,,,,2 Watang Pulu,,
73.15.02.2005,,,,,,3 Maritengngae,,
73.15.02.2006,,,,,,4 Tasiwalie,,
73.15.02.2007,,,,,,5 Wiring Tasi,,"Perbaikan nama desa semula Wiringtasi menjadi Wiring Tasi, sesuai:
Surat Pernyataan Bupati Pinrang No. 100/1648/Pem tgl 29 Agustus
2022; dan
Surat Sekda Kab. Pinrang No. 140/1567/Pem tgl 9 Agustus 2022."
73.15.02.2008,,,,,,6 Lotang Salo,,
73.15.02.2009,,,,,,7 Ujung Labuang,,
73.15.02.2010,,,,,,8 Polewali,,
73.15.03,,,,3Mattiro Bulu,2,7,,
73.15.03.1001,,,,,1Manarang,,,
73.15.03.1002,,,,,2Padaidi,,,
73.15.03.2003,,,,,,1 Pananrang,,
73.15.03.2004,,,,,,2 Padakkalawa,,
73.15.03.2005,,,,,,3 Marannu,,
,,,,,,,,
