Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
81.03.40070,Pulau Batuwampe,,"08°01'26.72"" S 131°17'57.50"" T",
81.03.40071,Pulau Batwampe Dal,,"08°01'20.79"" S 131°17'56.42"" T",TBP
81.03.40072,Pulau Bolun,,"07°14'23.89"" S 131°27'53.30"" T",
81.03.40073,Pulau Bomaki Tubun,,"08°01'42.96"" S 131°17'25.87"" T",
81.03.40074,Pulau Bota,,"07°21'00.23"" S 131°22'30.11"" T",TBP
81.03.40075,Pulau Bota Selatan,,"07°20'16.11"" S 131°23'49.38"" T",
81.03.40076,Pulau Divin,,"07°45'11.99"" S 131°01'34.00"" T",BP
81.03.40077,Pulau Ebsiha,,"08°06'28.11"" S 130°59'26.99"" T",TBP
81.03.40078,Pulau Embuay,,"07°29'47.80"" S 131°40'20.25"" T",TBP
81.03.40079,Pulau Falakadar,,"06°48'45.57"" S 131°32'18.22"" T",
81.03.40080,Pulau Farnusan,,"07°05'11.00"" S 131°39'06.00"" T",BP
81.03.40081,Pulau Fordata,,"07°02'10.00"" S 131°57'25.99"" T",BP
81.03.40082,Pulau Frinun Blawat,,"07°03'02.27"" S 131°33'49.27"" T",TBP
81.03.40083,Pulau Frinun Makmukur,,"07°02'39.00"" S 131°33'59.30"" T",TBP
81.03.40084,Pulau Gulanefafan,,"07°43'25.00"" S 131°05'48.09"" T",
81.03.40085,Pulau Gulanivavan Timur,,"07°44'12.00"" S 131°07'00.90"" T",
81.03.40086,Pulau Gunungapi,,"06°38'14.30"" S 126°39'37.49"" T",BP
81.03.40087,Pulau Hayuar Besar,,"08°00'56.00"" S 131°04'08.41"" T",TBP
81.03.40088,Pulau Hayuar Kecil,,"08°01'11.55"" S 131°03'56.94"" T",TBP
81.03.40089,Pulau Itain,,"07°04'55.16"" S 131°26'17.85"" T",TBP
81.03.40090,Pulau Kabawa,,"07°07'23.99"" S 131°28'45.00"" T",BP
81.03.40091,Pulau Kabrengan,,"06°57'39.89"" S 131°33'41.60"" T",
81.03.40092,Pulau Kalenan,,"07°44'57.00"" S 131°00'20.99"" T",BP
81.03.40093,Pulau Karatat,,"07°07'54.00"" S 131°29'49.99"" T",BP
81.03.40094,Pulau Katyomur,,"08°02'53.30"" S 131°17'24.79"" T",
81.03.40095,Pulau Kedwari,,"06°59'06.19"" S 131°36'21.07"" T",TBP
81.03.40096,Pulau Keliobar Wahan,,"06°45'24.19"" S 131°35'32.89"" T",
81.03.40097,Pulau Kenjape Dae,,"08°02'55.20"" S 131°17'22.62"" T",TBP
81.03.40098,Pulau Kenjape Marmare Atakanak,,"08°03'01.19"" S 131°17'19.55"" T",TBP
81.03.40099,Pulau Kenjarnimadiriain Barat,,"08°02'16.40"" S 131°17'30.85"" T",TBP
81.03.40100,Pulau Kesbui,,"07°31'09.99"" S 131°02'20.00"" T",BP
81.03.40101,Pulau Kokat,,"07°43'37.89"" S 131°06'06.90"" T",
81.03.40102,Pulau Kore,,"07°50'51.00"" S 131°27'07.99"" T",BP
81.03.40103,Pulau Labobar,,"07°13'36.99"" S 131°23'08.99"" T",BP
81.03.40104,Pulau Larat,,"07°08'16.00"" S 131°51'02.99"" T",BP-PPKT
81.03.40105,Pulau Luturdalam,,"07°53'39.59"" S 131°22'51.35"" T",TBP
81.03.40106,Pulau Mamwatuprar Du,,"07°59'13.09"" S 131°20'38.46"" T",TBP
81.03.40107,Pulau Mamwatuprar Fat,,"07°59'11.91"" S 131°20'38.15"" T",TBP
81.03.40108,Pulau Mamwatuprar Lim,,"07°59'00.39"" S 131°20'33.43"" T",TBP
81.03.40109,Pulau Mamwatuprar Sa,,"07°59'14.10"" S 131°20'38.59"" T",TBP
