Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.04.40576,Pulau Telukpasang,,"01°16'18.59"" S 105°15'57.10"" T",
21.04.40577,Pulau Tembuan,,"00°22'47.34"" U 104°18'30.17"" T",TBP
21.04.40578,Pulau Temiang,,"00°19'43.60"" U 104°22'32.34"" T",BP
21.04.40579,Pulau Tempak,,"00°06'27.07"" U 104°32'14.92"" T",TBP
21.04.40580,Pulau Tempurung,,"00°30'16.90"" S 104°02'28.80"" T",TBP
21.04.40581,Pulau Tenang Besar,,"00°40'56.28"" S 104°29'08.00"" T",TBP
21.04.40582,Pulau Tenang Kecik,,"00°40'55.52"" S 104°29'11.76"" T",TBP
21.04.40583,Pulau Tengah,,"00°15'51.30"" U 104°18'19.08"" T",TBP
21.04.40584,Pulau Tengah,,"00°20'13.63"" S 104°30'36.72"" T",TBP
21.04.40585,Pulau Tengah,,"00°40'04.86"" S 104°20'53.44"" T",TBP
21.04.40586,Pulau Tengahlalang,,"00°41'39.40"" S 104°28'26.65"" T",TBP
21.04.40587,Pulau Terayun,,"00°16'41.84"" U 104°24'53.42"" T",TBP
21.04.40588,Pulau Tereh,,"00°22'44.40"" U 104°25'16.57"" T",BP
21.04.40589,Pulau Terong,,"00°07'04.63"" U 104°23'53.23"" T",
21.04.40590,Pulau Terumbucawan,,"00°07'06.22"" S 104°54'23.29"" T",TBP
21.04.40591,Pulau Tiga Besar,,"00°16'02.69"" S 104°30'01.54"" T",TBP
21.04.40592,Pulau Tiga Kecik,,"00°15'54.17"" S 104°29'52.23"" T",TBP
21.04.40593,Pulau Tiga Tengah,,"00°15'59.05"" S 104°29'52.21"" T",TBP
21.04.40594,Pulau Tigi,,"00°09'13.71"" U 104°26'01.00"" T",TBP
21.04.40595,Pulau Tikus,,"00°12'27.50"" U 104°22'29.64"" T",TBP
21.04.40596,Pulau Tikus,,"00°10'00.30"" S 104°45'28.96"" T",TBP
21.04.40597,Pulau Tikussingkep Laut,,"00°41'58.38"" S 104°29'32.71"" T",TBP
21.04.40598,Pulau Tikussingkep Laut Kecil,,"00°42'04.25"" S 104°29'46.37"" T",TBP
21.04.40599,Pulau Tinjul,,"00°18'01.08"" U 104°26'20.17"" T",TBP
21.04.40600,Pulau Titampan,,"00°26'45.88"" U 104°23'02.00"" T",TBP
21.04.40601,Pulau Tokongbatuampar,,"00°30'40.86"" S 104°02'10.82"" T",
21.04.40602,Pulau Tokongbelading,,"00°00'40.14"" S 104°49'31.48"" T",TBP
21.04.40603,Pulau Tokongcamar,,"00°30'40.42"" S 104°02'09.94"" T",
21.04.40604,Pulau Tokonghiu,,"01°12'44.20"" S 105°13'24.16"" T",TBP
21.04.40605,Pulau Tokonghiu Kecil,,"01°12'52.20"" S 105°13'23.20"" T",
21.04.40606,Pulau Tokongmandidarat,,"00°40'27.39"" S 104°15'01.76"" T",
21.04.40607,Pulau Tokongmandilaut,,"00°40'28.01"" S 104°15'14.31"" T",
21.04.40608,Pulau Tokongnaboi,,"00°35'43.45"" S 104°19'12.45"" T",
21.04.40609,Pulau Tokongnaboi Besar,,"00°35'47.25"" S 104°19'14.91"" T",
21.04.40610,Pulau Tokongperpat,,"00°31'52.91"" S 104°01'47.00"" T",
21.04.40611,Pulau Tokongperpat Kecil,,"00°31'50.56"" S 104°01'46.91"" T",
21.04.40612,Pulau Tokongpollux,,"00°48'19.29"" S 104°26'28.71"" T",TBP
21.04.40613,Pulau Tokongtengah,,"00°35'39.71"" S 104°19'15.89"" T",
21.04.40614,Pulau Tukat Darat,,"00°22'24.79"" U 104°16'46.44"" T",TBP
21.04.40615,Pulau Tukat Laut,,"00°21'58.46"" U 104°16'51.24"" T",TBP
