Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
74.09.40032,Pulau Labengki Kecil,,"03°29'04.04"" S 122°29'05.11"" T",BP
74.09.40033,Pulau Lambase,,"03°33'33.99"" S 122°16'53.00"" T",TBP
74.09.40034,Pulau Lohomalalan Barat,,"03°30'18.08"" S 122°27'00.81"" T",TBP
74.09.40035,Pulau Lohomalalan Selatan,,"03°30'22.10"" S 122°26'57.47"" T",TBP
74.09.40036,Pulau Lohomalalan Timur,,"03°30'21.34"" S 122°27'06.36"" T",TBP
74.09.40037,Pulau Lohomalalan Utara,,"03°30'11.63"" S 122°26'58.94"" T",TBP
74.09.40038,Pulau Malasso,,"03°29'08.40"" S 122°27'52.85"" T",TBP
74.09.40039,Pulau Mandese,,"03°32'17.79"" S 122°16'02.48"" T",
74.09.40040,Pulau Mapara,,"03°29'41.15"" S 122°25'10.98"" T",TBP
74.09.40041,Pulau Mapara Didikki,,"03°29'02.61"" S 122°24'51.68"" T",TBP
74.09.40042,Pulau Mapara Tengnga,,"03°29'16.00"" S 122°25'03.00"" T",TBP
74.09.40043,Pulau Matitingnga,,"03°30'06.00"" S 122°25'36.99"" T",TBP
74.09.40044,Pulau Mauang Basah,,"03°29'21.00"" S 122°27'49.00"" T",TBP
74.09.40045,Pulau Mauang Dikki,,"03°29'18.76"" S 122°28'14.23"" T",TBP
74.09.40046,Pulau Meong,,"03°34'03.00"" S 122°16'44.00"" T",BP
74.09.40047,Pulau Parindang,,"03°29'07.67"" S 122°29'25.95"" T",TBP
74.09.40048,Pulau Parindang Maluaang,,"03°29'20.00"" S 122°29'01.02"" T",TBP
74.09.40049,Pulau Parindang Masapa,,"03°28'41.66"" S 122°29'01.96"" T",TBP
74.09.40050,Pulau Ponumbu'A,,"03°29'16.51"" S 122°16'00.60"" T",
74.09.40051,Pulau Ponumbu'A Barat,,"03°29'39.55"" S 122°16'00.03"" T",
74.09.40052,Pulau Ponumbu'A Utara,,"03°29'13.83"" S 122°15'20.97"" T",
74.09.40053,Pulau Sikampali,,"03°30'22.61"" S 122°26'22.05"" T",TBP
74.09.40054,Pulau Sisik,,"03°30'00.25"" S 122°19'11.94"" T",TBP
74.09.40055,Pulau Titiras,,"03°30'04.85"" S 122°19'09.99"" T",TBP
74.09.40056,Pulau Tukoh Kapal,,"03°28'07.70"" S 122°29'20.48"" T",
74.09.40057,Pulau Tukohkulai,,"03°29'39.99"" S 122°28'43.00"" T",TBP
74.09.40058,Pulau Tukohkumbar,,"03°28'07.55"" S 122°29'20.27"" T",TBP
74.09.40059,Pulau Tukohmadialang,,"03°28'07.91"" S 122°29'21.38"" T",TBP
74.09.40060,Pulau Tukohmasigi,,"03°28'21.00"" S 122°28'58.00"" T",TBP
74.09.40061,Pulau Tukohmataha,,"03°28'18.00"" S 122°28'59.99"" T",TBP
74.09.40062,Pulau Tukohpadinding Basah,,"03°29'28.47"" S 122°27'55.93"" T",TBP
74.09.40063,Pulau Tukohpadinding Karama,,"03°29'37.29"" S 122°27'54.80"" T",TBP
74.09.40064,Pulau Tukohpadinding Kima,,"03°29'31.64"" S 122°27'57.61"" T",TBP
74.09.40065,Pulau Tukohpadinding Kuitta,,"03°29'34.82"" S 122°28'00.24"" T",TBP
74.09.40066,Pulau Tukohpadinding Kulelo,,"03°29'35.10"" S 122°27'54.67"" T",TBP
74.09.40067,Pulau Tukohpote,,"03°29'19.79"" S 122°27'56.40"" T",TBP
74.09.40068,Pulau Tukohtetera,,"03°23'10.95"" S 122°17'36.52"" T",TBP
74.09.40069,Pulau Ulau Ana Ndoko,,"03°29'45.64"" S 122°08'06.25"" T",
74.09.40070,Pulau Ulau Labokeo,,"03°32'18.15"" S 122°16'10.21"" T",
