Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
19.05.40048,Pulau Bembang,,"01°45'11.99"" S 105°24'06.00"" T",
19.05.40049,Pulau Buta,,"01°34'29.88"" S 105°27'08.53"" T",
19.05.40050,Pulau Catok,,"01°45'39.79"" S 105°24'43.24"" T",
19.05.40051,Pulau Ceper,,"01°35'43.63"" S 105°25'29.50"" T",
19.05.40052,Pulau Kambing,,"01°40'37.53"" S 105°41'57.93"" T",
19.05.40053,Pulau Karangpayung,,"01°45'17.34"" S 105°23'43.36"" T",
19.05.40054,Pulau Kelape Barat,,"01°37'24.01"" S 105°22'57.55"" T",
19.05.40055,Pulau Kelape Tengah,,"01°37'22.30"" S 105°23'01.64"" T",
19.05.40056,Pulau Kelape Timur,,"01°37'24.53"" S 105°23'13.53"" T",
19.05.40057,Pulau Kemuja,,"01°36'11.00"" S 105°23'29.00"" T",
19.05.40058,Pulau Kemuja Kecil,,"01°36'11.20"" S 105°23'39.05"" T",
19.05.40059,Pulau Lengkuas,,"01°41'36.06"" S 105°41'04.17"" T",
19.05.40060,Pulau Lisum,,"01°38'21.16"" S 105°22'04.04"" T",
19.05.40061,Pulau Malangguntur,,"01°30'59.50"" S 105°34'03.24"" T",
19.05.40062,Pulau Malanghiu,,"01°30'08.30"" S 105°30'48.90"" T",
19.05.40063,Pulau Mapat,,"01°33'26.72"" S 105°30'01.51"" T",
19.05.40064,Pulau Medang,,"01°42'06.12"" S 105°40'39.50"" T",
19.05.40065,Pulau Melala,,"01°31'39.42"" S 105°35'38.42"" T",
19.05.40066,Pulau Mentigi,,"01°31'56.12"" S 105°35'12.43"" T",
19.05.40067,Pulau Nanas Besar,,"01°42'16.98"" S 105°42'20.03"" T",
19.05.40068,Pulau Nanas Kecil,,"01°42'24.36"" S 105°42'41.23"" T",
19.05.40069,Pulau Nek Aji Duwe,,"01°42'17.29"" S 105°36'41.02"" T",
19.05.40070,Pulau Nek Aji Sikok,,"01°42'21.99"" S 105°36'39.66"" T",
19.05.40071,Pulau Nek Aji Tigei,,"01°42'15.33"" S 105°36'41.08"" T",
19.05.40072,Pulau Pebirik,,"01°44'01.67"" S 105°41'54.13"" T",
19.05.40073,Pulau Penaga,,"01°39'31.38"" S 105°20'35.99"" T",
19.05.40074,Pulau Perut,,"01°34'09.50"" S 105°26'45.79"" T",
19.05.40075,Pulau Punai,,"01°33'53.14"" S 105°27'17.56"" T",
19.05.40076,Pulau Putri,,"01°42'13.46"" S 105°42'38.34"" T",
19.05.40077,Pulau Saman,,"01°35'44.62"" S 105°25'31.27"" T",
19.05.40078,Pulau Semumbung,,"02°07'39.00"" S 105°38'07.00"" T",
19.05.40079,Pulau Tanuna,,"01°36'00.81"" S 105°25'28.63"" T",
19.05.40080,Pulau Tenung,,"01°38'29.00"" S 105°22'07.00"" T",
19.05.40081,Pulau Timah,,"01°31'40.15"" S 105°33'56.90"" T",
19.06,KAB. BELITUNG TIMUR,122,,
19.06.40001,Pulau Aer,,"03°13'40.00"" S 108°18'20.00"" T",
19.06.40002,Pulau Aikdarat,,"03°11'26.99"" S 108°10'58.00"" T",
19.06.40003,Pulau Air Masin Kecil,,"03°14'41.49"" S 108°23'27.96"" T",
19.06.40004,Pulau Airmasin,,"03°15'01.00"" S 108°22'59.00"" T",
19.06.40005,Pulau Antik,,"02°29'32.54"" S 108°32'46.98"" T",
