K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Intan Jaya,,"Amar Putusan Mahkamah Agung RI Nomor 395K/TUN/2011 tanggal 10
September 2012 dan Surat Menteri Dalam Negeri Nomor 135.6/2779/SJ
tanggal 31 Mei 2013 perihal Penegasan Batas Daerah antara Kab.
Rokan Hulu dengan Kab. Kampar Provinsi Riau."
,,,,,,Tanah Datar,,"Amar Putusan Mahkamah Agung RI Nomor 395K/TUN/2011 tanggal 10
September 2012 dan Surat Menteri Dalam Negeri Nomor 135.6/2779/SJ
tanggal 31 Mei 2013 perihal Penegasan Batas Daerah antara Kab.
Rokan Hulu dengan Kab. Kampar Provinsi Riau."
,,,,,Kota Lama Barat,,,"Berdasarkan Surat Kepala BPMPD Kab. Rokan Hulu No.
140/BPMPD-PEMDES/652/2012 tanggal 15-10-2012"
14.06.07,,,,7Rambah Samo,-,14,,
14.06.07.2001,,,,,,1 Rambah Samo,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2002,,,,,,2 Rambah Samo Barat,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2003,,,,,,3 Rambah Baru,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2004,,,,,,4 Rambah Utama,,
14.06.07.2005,,,,,,5 Pasir Makmur,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2006,,,,,,6 Karya Mulya,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2007,,,,,,7 Marga Mulya,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2008,,,,,,8 Langkitin,,"Koreksi nama 'Langkitan' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
14.06.07.2009,,,,,,9 Masda Makmur,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.06.07.2010,,,,,,10 Lubuk Napal,,"Perbaikan nama Ditjen BPD tgl 23 Juni 2016, Perbaikan nama tgl 28
April 2017 dan rekomendasi Ditjen BPD No.146/3672/BPD tgl 21 Juni
2017, Koreksi nama 'Lubuk Napai' Srt Ditjen BPD No 140/5118/BPD tgl
18 Juli 2019"
,,,,,,,,
