NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,74.03.25,13 Parigi,,,,,4,7,,,
,74.03.26,14 Bone,,,,,,5,,,
,74.03.27,15 Tongkuno,,,,,3,9,,,
,74.03.28,16 Pasir Putih,,,,,,6,,,
,74.03.30,17 Kontu Kowuna,,,,,,6,,,
,74.03.31,18 Marobo,,,,,,5,,,
,74.03.32,19 Tongkuno Selatan,,,,,1,5,,,
,74.03.33,20 Pasi Kolaga,,,,,,4,,,
,74.03.34,21 Batukara,,,,,,4,,,
,74.03.37,22 Towea,,,,,,5,,,
,74.04,4 KAB. BUTON,Pasar Wajo,,,7,12,83,1.669,119.650,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,Poleang,,,,,,,,,"Menjadi wil. Kab Bombana, UU No. 29/2003"
,,Poleang Timur,,,,,,,,,"Menjadi wil. Kab Bombana, UU No. 29/2003"
,,Rarowatu,,,,,,,,,"Menjadi wil. Kab Bombana, UU No. 29/2003"
,,Rumbia,,,,,,,,,"Menjadi wil. Kab Bombana, UU No. 29/2003"
,74.04.11,5 Pasarwajo,,,,,9,13,,,
,,Wangi-Wangi,,,,,,,,,"Menjadi wil. Kab Wakatobi, UU No. 29/2003"
,,Kaledupa,,,,,,,,,"Menjadi wil. Kab Wakatobi, UU No. 29/2003"
,,Tomia,,,,,,,,,"Menjadi wil. Kab Wakatobi, UU No. 29/2003"
,,Binongko,,,,,,,,,"Menjadi wil. Kab Wakatobi, UU No. 29/2003"
,,Kabaena,,,,,,,,,"Menjadi wil. Kab Bombana, UU No. 29/2003"
,,Kabaena Timur,,,,,,,,,"Menjadi wil. Kab Bombana, UU No. 29/2003"
,74.04.22,12 Kapontori,,,,,2,15,,,
,74.04.23,13 Lasalimu,,,,,1,14,,,
,74.04.24,14 Lasalimu Selatan,,,,,,16,,,
,74.04.27,15 Siotapina,,,,,,11,,,Perda No. 15/2004
,74.04.28,16 Wolowa,,,,,,7,,,Perda No. 17/2004
,74.04.29,17 Wabula,,,,,,7,,,Perda No. 16/2004
,74.05,5 KAB. KONAWE SELATAN,Andoolo,,,25,15,336,4.238,315.659,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.05.01,1 Tinanggea,,,,,2,22,,,
,74.05.02,2 Angata,,,,,,24,,,
,74.05.03,3 Andoolo,,,,,2,8,,,
,74.05.04,4 Palangga,,,,,1,14,,,
