K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63.02.19.2004,,,,,,4 Mangka,,Semula wil. Kec. Pamukan Utara
63.02.19.2005,,,,,,5 Batuah,,Perda No.14/2008
63.02.20,,,,20Pulau Laut Kepulauan,-,9,,"Perda No. 5/2006, Perbaikan nama Kec sesuai Perda No.05/2006, Srt
Bup No.100/1539/SETDA tgl 28 Sept 2018 dan Srt Gub
No.126/01615/PEM tgl 4 Okt 2018"
63.02.20.2001,,,,,,1 Tanjung Lalak Utara,,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2002,,,,,,"2 Tanjung Lalak
Selatan",,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2003,,,,,,3 Pulau Kerayaan,,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2004,,,,,,4 Kerayaan Utara,,Semula wil. Kec. Pulau Laut Selatan
63.02.20.2005,,,,,,5 Pulau Kerasian,,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2006,,,,,,6 Pulau Kerumputan,,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2007,,,,,,7 Teluk Aru,,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2008,,,,,,8 Teluk Kemuning,,"Semula wil. Kec. Pulau Laut Selatan, Perbaikan Nama sesuai lampiran
Kepala badan pemberdayaan dan Pemerintahan Desa, Ringkasan
Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24 Maret 2016"
63.02.20.2009,,,,,,9 Oka-Oka,,Perda No.14/2008
63.02.21,,,,"21Pulau Laut Tanjung
Selayar",-,10,,"Pemekaran wil Kec.Pulaulaut Barat, Perda No.12/2012, Perbaikan
nama Kec sesuai Perda No.12/2012, Srt Bup No.100/1539/SETDA tgl
28 Sept 2018 dan Srt Gub No.126/01615/PEM tgl 4 Okt 2018"
63.02.21.2001,,,,,,1 Tanjung Pelayar,,"Semula wil Kec. Pulaulaut Barat, Perda No. 12/2012, Perbaikan Nama
sesuai lampiran Kepala badan pemberdayaan dan Pemerintahan Desa,
Ringkasan Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24
Maret 2016"
63.02.21.2002,,,,,,2 Tanjung Sungkai,,"Semula wil Kec. Pulaulaut Barat, Perda No. 12/2012, Perbaikan Nama
sesuai lampiran Kepala badan pemberdayaan dan Pemerintahan Desa,
Ringkasan Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24
Maret 2016"
63.02.21.2003,,,,,,3 Tanjung Tengah,,"Semula wil Kec. Pulaulaut Barat, Perda No. 12/2012, Perbaikan Nama
sesuai lampiran Kepala badan pemberdayaan dan Pemerintahan Desa,
Ringkasan Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24
Maret 2016"
63.02.21.2004,,,,,,4 Tanjung Kunyit,,"Semula wil Kec. Pulaulaut Barat, Perda No. 12/2012, Perbaikan Nama
sesuai lampiran Kepala badan pemberdayaan dan Pemerintahan Desa,
Ringkasan Klarifikasi/Perbaikan Nama Desa Kab. Kotabaru Tgl.24
Maret 2016"
,,,,,,,,
