K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
93,PAPUA SELATAN,,,,,,,
93.02,KAB. BOVEN DIGOEL,,,20,0,112,"23.558,272","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
93.02.01,,,,1Mandobo,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.02.01.2001,,,,,,1 Ampera,,
93.02.01.2002,,,,,,2 Sokanggo,,
93.02.01.2003,,,,,,3 Persatuan,,
93.02.01.2004,,,,,,4 Mariam,,
93.02.01.2005,,,,,,5 Mawan,,
93.02.02,,,,2Mindiptana,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.02.02.2001,,,,,,1 Mindiptana,,
93.02.02.2002,,,,,,2 Umap,,
93.02.02.2003,,,,,,3 Awayanka,,
93.02.02.2004,,,,,,4 Wanggatkibi,,
93.02.02.2005,,,,,,5 Epsembit,,
93.02.02.2006,,,,,,6 Andobit,,
93.02.02.2007,,,,,,7 Niyimbang,,
93.02.02.2008,,,,,,8 Anggumbit,,
93.02.02.2009,,,,,,9 Imko,,
93.02.02.2010,,,,,,10 Kamka,,
93.02.02.2011,,,,,,11 Osso,,
93.02.02.2012,,,,,,12 Tinggam,,
93.02.02.2013,,,,,,13 Kakuna,,
93.02.03,,,,3Waropko,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.02.03.2001,,,,,,1 Woropko,,
93.02.03.2002,,,,,,2 Winiktit,,
93.02.03.2003,,,,,,3 Kanggewot,,
93.02.03.2004,,,,,,4 Jetetkun,,
93.02.03.2005,,,,,,5 Inggembit,,
93.02.03.2006,,,,,,6 Wametkapa,,
93.02.03.2007,,,,,,7 Wombon,,
93.02.03.2008,,,,,,8 Upkim,,
93.02.03.2009,,,,,,9 Ikcan,,
93.02.04,,,,4Kouh,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.02.04.2001,,,,,,1 Kouh,,
,,,,,,,,
