NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.02.05,5 Kebasen,,,,,,12,,,
,33.02.06,6 Kemranjen,,,,,,15,,,
,33.02.07,7 Sumpiuh,,,,,3,11,,,
,33.02.08,8 Tambak,,,,,,12,,,
,33.02.09,9 Somagede,,,,,,9,,,
,33.02.10,10 Kalibagor,,,,,,12,,,
,33.02.11,11 Banyumas,,,,,,12,,,
,33.02.12,12 Patikraja,,,,,,13,,,
,33.02.13,13 Purwojati,,,,,,10,,,
,33.02.14,14 Ajibarang,,,,,,15,,,
,33.02.15,15 Gumelar,,,,,,10,,,
,33.02.16,16 Pekuncen,,,,,,16,,,
,33.02.17,17 Cilongok,,,,,,20,,,
,33.02.18,18 Karanglewas,,,,,,13,,,
,33.02.19,19 Sokaraja,,,,,,18,,,
,33.02.20,20 Kembaran,,,,,,16,,,
,33.02.21,21 Sumbang,,,,,,19,,,
,33.02.22,22 Baturraden,,,,,,12,,,
,33.02.23,23 Kedungbanteng,,,,,,14,,,
,33.02.24,24 Purwokerto Selatan,,,,,7,,,,
,33.02.25,25 Purwokerto Barat,,,,,7,,,,
,33.02.26,26 Purwokerto Timur,,,,,6,,,,
,33.02.27,27 Purwokerto Utara,,,,,7,,,,
,33.03,3 KAB. PURBALINGGA,Purbalingga,,,18,15,224,806,1.027.521,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.03.01,1 Kemangkon,,,,,,19,,,
,33.03.02,2 Bukateja,,,,,,14,,,
,33.03.03,3 Kejobong,,,,,,13,,,
,33.03.04,4 Kaligondang,,,,,,18,,,
,33.03.05,5 Purbalingga,,,,,11,2,,,
,33.03.06,6 Kalimanah,,,,,3,14,,,
,33.03.07,7 Kutasari,,,,,,14,,,
,33.03.08,8 Mrebet,,,,,,19,,,
,33.03.09,9 Bobotsari,,,,,,16,,,
,33.03.10,10 Karangreja,,,,,,7,,,
