K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.01.19.2001,,,,,,1 Simalinyang,,Semula wil. Kec. Kampar Kiri
14.01.19.2002,,,,,,2 Bina Baru,,"Semula wil. Kec.Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2003,,,,,,3 Hidup Baru,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2004,,,,,,4 Karya Bakti,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2005,,,,,,5 Lubuk Sakai,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2006,,,,,,6 Penghidupan,,Semula wil. Kec. Kampar Kiri
14.01.19.2007,,,,,,7 Mayang Pongkai,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2008,,,,,,8 Koto Damai,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2009,,,,,,9 Utama Karya,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2010,,,,,,10 Bukit Sakai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.19.2011,,,,,,11 Mekar Jaya,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.01.20,,,,20Gunung Sahilan,-,9,,Perda No. 22/2003
14.01.20.2001,,,,,,1 Kebun Durian,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.01.20.2002,,,,,,2 Gunung Sahilan,,"Semula wil. Kec. Kampar Kiri, Perbaikan nama desa sesuai hasil
Validasi Ditjen Bina Pemdes tgl 23 Juni 2016, Perbaikan nama hasil
validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina
Pemdes No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
