K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35,JAWA TIMUR,,,,,,,
35.78,KOTA SURABAYA,,,31,153,0,"335,925","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
35.78.01,,,,1Karang Pilang,4,-,,"Koreksi nama Kec Srt Sekda Prov No 138.3/13493/011.1/2018 tgl 31
agst 2018 :perubahan data"
35.78.01.1001,,,,,1Karang Pilang,,,"Koreksi nama Kel Srt Sekda Prov No 138.3/13493/011.1/2018 tgl 31
agst 2018 :perubahan data"
35.78.01.1002,,,,,2Kebraon,,,
35.78.01.1003,,,,,3Kedurus,,,
35.78.01.1004,,,,,4Waru Gunung,,,"Koreksi nama Kel Srt Sekda Prov No 138.3/13493/011.1/2018 tgl 31
agst 2018 :perubahan data"
35.78.02,,,,2Wonocolo,5,-,,
35.78.02.1001,,,,,1Sidosermo,,,
35.78.02.1002,,,,,2Bendul Merisi,,,
35.78.02.1003,,,,,3Margorejo,,,
35.78.02.1004,,,,,4Jemur Wonosari,,,
35.78.02.1005,,,,,5Siwalankerto,,,
35.78.03,,,,3Rungkut,6,-,,
35.78.03.1001,,,,,1Kalirungkut,,,
35.78.03.1002,,,,,2Rungkut Kidul,,,
35.78.03.1003,,,,,3Kedung Baruk,,,
35.78.03.1004,,,,,4Penjaringansari,,,
35.78.03.1005,,,,,5Wonorejo,,,
35.78.03.1006,,,,,6Medokan Ayu,,,
35.78.04,,,,4Wonokromo,6,-,,
35.78.04.1001,,,,,1Wonokromo,,,
35.78.04.1002,,,,,2Jagir,,,
35.78.04.1003,,,,,3Ngagel,,,
35.78.04.1004,,,,,4Ngagel Rejo,,,
35.78.04.1005,,,,,5Darmo,,,
35.78.04.1006,,,,,6Sawunggaling,,,
35.78.05,,,,5Tegalsari,5,-,,
35.78.05.1001,,,,,1Tegalsari,,,
35.78.05.1002,,,,,2Dr. Soetomo,,,
35.78.05.1003,,,,,3Kedungdoro,,,
35.78.05.1004,,,,,4Keputran,,,
35.78.05.1005,,,,,5Wonorejo,,,
35.78.06,,,,6Sawahan,6,-,,
35.78.06.1001,,,,,1Petemon,,,
,,,,,,,,
