K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.14.03.2006,,,,,,6 Pante Kuyun,,
11.14.03.2007,,,,,,7 Glee Seubak,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.14.03.2008,,,,,,8 Gampong Baroh,,
11.14.03.2009,,,,,,9 Lhok Timon,,
11.14.03.2010,,,,,,10 Gampong Baro,,
11.14.03.2011,,,,,,11 Lhok Buya,,
11.14.03.2012,,,,,,12 Lhok Bot,,
11.14.03.2013,,,,,,13 Paya Laot,,
11.14.04,,,,4Sampoi Niet,-,19,,"Perbaikan nama kec. semula Sampoiniet menjadi Sampoi Niet, sesuai:
UU No. 4 Tahun 2002; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.14.04.2001,,,,,,1 Lhok Kruet,,
11.14.04.2002,,,,,,2 Pulo Raya,,
11.14.04.2003,,,,,,3 Meunasah Kulam,,
11.14.04.2004,,,,,,4 Crak Mong,,
11.14.04.2005,,,,,,5 Alue Gro,,
11.14.04.2006,,,,,,6 Kuala Ligan,,
11.14.04.2007,,,,,,7 Babah Nipah,,
11.14.04.2008,,,,,,8 Jeumpheuk,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.14.04.2009,,,,,,9 Cot Langsat,,
11.14.04.2010,,,,,,10 Mata Ie,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.14.04.2011,,,,,,11 Blang Monlung,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.14.04.2012,,,,,,12 Krueng No,,
11.14.04.2013,,,,,,13 Seumantok,,
11.14.04.2014,,,,,,14 Ranto Sabon,,
11.14.04.2015,,,,,,15 Ligan,,
11.14.04.2016,,,,,,16 Ie Jeureungeh,,
,,,,,,Patek,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
,,,,,,Blang Dalam,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
,,,,,,Cot Pange,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
11.14.04.2020,,,,,,17 Kuala Bakong,,
,,,,,,Gampong Baro Patek,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
,,,,,,Reuntang,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
,,,,,,Arongan,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
,,,,,,Paya Santeut,,Menjadi wil Kec. Darul Hikmah Perda No. 3/2011
,,,,,,,,
