NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,16.03.07,6 Lawang Kidul,,,,,3,4,,,
,16.03.08,7 Semende Darat Laut,,,,,,10,,,
,16.03.09,8 Semende Darat Tengah,,,,,,12,,,
,16.03.10,9 Semende Darat Ulu,,,,,,10,,,
,16.03.11,10 Ujan Mas,,,,,,9,,,
,16.03.14,11 Lubai,,,,,,10,,,
,16.03.15,12 Rambang,,,,,,13,,,
,16.03.16,13 Sungai Rotan,,,,,,19,,,
,16.03.17,14 Lembak,,,,,,10,,,
,16.03.19,15 Benakat,,,,,,6,,,
,16.03.21,16 Kelekar,,,,,,7,,,Perda No.18/2005
,16.03.22,17 Muara Belida,,,,,,8,,,Perda No.18/2005
,16.03.23,18 Belimbing,,,,,,10,,,"Pemekaran sebagian wil Kec. Gunung Megang, Perda No. 1/2012"
,16.03.24,19 Belida Darat,,,,,,10,,,"Pemekaran sebagian wil Kec. Lembak, Perda No. 1/2012"
,16.03.25,20 Lubai Ulu,,,,,,11,,,"Pemekaran sebagian wil Kec. Lubai, Perda No. 1/2012"
,16.03.26,21 Empat Petulai Dangku,,,,,,10,,,"Rekomendasi ND No. 53/TU/DK/SDV/2019 tgl 25 Jan 2019 dan Perda
No. 10/2018"
,16.03.27,22 Panang Enim,,,,,,12,,,"Rekomendasi ND No. 53/TU/DK/SDV/2019 tgl 25 Jan 2019 dan Perda
No. 10/2018"
,16.04,4 KAB. LAHAT,Lahat,,,24,18,360,4.333,436.312,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,16.04.01,1 Tanjungsakti Pumu,,,,,,14,,,"Perubahan nama Kec. Tanjung Sakti, Perda No. 10/2006"
,16.04.06,2 Jarai,,,,,,21,,,
,16.04.07,3 Kota Agung,,,,,,22,,,Perda No. 24/2008 perub. atas Perda No. 33/2001
,16.04.08,4 Pulaupinang,,,,,,10,,,Perda No. 20/2008 perub. atas Perda No. 8/2006
,16.04.09,5 Merapi Barat,,,,,,19,,,Perda 22/2008 perub. atas Perda No. 9/2006
,16.04.10,6 Lahat,,,,,17,13,,,Perda No.7/2006
,16.04.12,7 Pajar Bulan,,,,,,20,,,
,16.04.15,8 Mulak Ulu,,,,,,16,,,Perda No. 24/2008 perub. atas Perda No. 33/2001
,16.04.16,9 Kikim Selatan,,,,,,18,,,Perda No. 7/2008 perub. atas Perda No. 7/2002
,16.04.17,10 Kikim Timur,,,,,,32,,,Perda No. 7/2008 perub. atas Perda No. 17/2002
,16.04.18,11 Kikim Tengah,,,,,,9,,,Perda No. 7/2008 perub. atas Perda No. 17/2002
,16.04.19,12 Kikim Barat,,,,,,19,,,Perda No. 7/2008 perub. atas Perda No. 17/2002
,16.04.20,13 Pseksu,,,,,,11,,,Perda No. 7/2006
,16.04.21,14 Gumay Talang,,,,,,15,,,Perda No. 7/2006
