K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35,JAWA TIMUR,,,,,,,
35.08,KAB. LUMAJANG,,,21,7,198,"1.797,098","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
35.08.01,,,,1Tempursari,-,7,,
35.08.01.2001,,,,,,1 Tegalrejo,,
35.08.01.2002,,,,,,2 Bulurejo,,
35.08.01.2003,,,,,,3 Purorejo,,
35.08.01.2004,,,,,,4 Tempurejo,,"Koreksi nama berdasarkan Srt Bupati No 100/179/427.11/2015 tgl 15
Juni 2015."
35.08.01.2005,,,,,,5 Tempursari,,
35.08.01.2006,,,,,,6 Pundungsari,,
35.08.01.2007,,,,,,7 Kaliuling,,
35.08.02,,,,2Pronojiwo,-,6,,
35.08.02.2001,,,,,,1 Sidomulyo,,
35.08.02.2002,,,,,,2 Pronojiwo,,
35.08.02.2003,,,,,,3 Tamanayu,,
35.08.02.2004,,,,,,4 Sumberurip,,
35.08.02.2005,,,,,,5 Oro-oro Ombo,,
35.08.02.2006,,,,,,6 Supiturang,,
35.08.03,,,,3Candipuro,-,10,,
35.08.03.2001,,,,,,1 Jugosari,,
35.08.03.2002,,,,,,2 Jarit,,
35.08.03.2003,,,,,,3 Candipuro,,
35.08.03.2004,,,,,,4 Sumberejo,,
35.08.03.2005,,,,,,5 Sumberwuluh,,"Perbaikan nama desa semula Sumber Wuluh menjadi Sumberwuluh
sesuai Surat Bupati Lumajang Tanggal 6 Juli No. 118/309/427.1/2022."
35.08.03.2006,,,,,,6 Sumbermujur,,"Perbaikan nama desa semula Sumber Mujur menjadi Sumbermujur
sesuai Surat Bupati Lumajang No. 118/309/427.1/2022 Tanggal 6 Juli
2022."
35.08.03.2007,,,,,,7 Penanggal,,
35.08.03.2008,,,,,,8 Tambahrejo,,
35.08.03.2009,,,,,,9 Kloposawit,,"Perbaikan nama desa semula Klopo Sawit menjadi Kloposawit sesuai
Surat Bupati Lumajang No. 118/309/427.1/2022 Tanggal 6 Juli 2022."
35.08.03.2010,,,,,,10 Tumpeng,,
35.08.04,,,,4Pasirian,-,11,,
35.08.04.2001,,,,,,1 Gondoruso,,
35.08.04.2002,,,,,,2 Kalibendo,,
35.08.04.2003,,,,,,3 Bades,,
35.08.04.2004,,,,,,4 Bago,,
35.08.04.2005,,,,,,5 Selok Awar - Awar,,
