Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.04.40496,Pulau Sage,,"00°16'24.42"" U 104°20'31.38"" T",TBP
21.04.40497,Pulau Samak,,"00°11'35.45"" U 104°23'40.16"" T",TBP
21.04.40498,Pulau Sambau,,"00°09'35.91"" U 104°27'09.37"" T",TBP
21.04.40499,Pulau Samsudin,,"00°39'24.93"" S 104°20'28.46"" T",
21.04.40500,Pulau Sanggah,,"00°25'17.93"" U 104°20'32.58"" T",TBP
21.04.40501,Pulau Saraf,,"00°21'40.29"" S 104°10'28.63"" T",TBP
21.04.40502,Pulau Sarangelang,,"00°04'50.25"" U 104°37'47.86"" T",TBP
21.04.40503,Pulau Sayak,,"00°46'43.99"" S 104°55'46.49"" T",TBP
21.04.40504,Pulau Sebakau,,"00°11'54.49"" U 104°23'22.77"" T",TBP
21.04.40505,Pulau Sebangka,,"00°07'59.99"" U 104°34'56.06"" T",BP
21.04.40506,Pulau Sebayur,,"00°29'08.99"" S 104°14'36.09"" T",TBP
21.04.40507,Pulau Sebong,,"00°08'03.99"" U 104°32'53.95"" T",BP
21.04.40508,Pulau Secawar Laut,,"00°00'05.00"" S 104°29'51.61"" T",BP
21.04.40509,Pulau Sekitar Selatan,,"00°09'55.11"" U 104°22'14.84"" T",TBP
21.04.40510,Pulau Sekitar Utara,,"00°10'24.63"" U 104°21'50.58"" T",TBP
21.04.40511,Pulau Seknek,,"00°21'47.59"" S 104°09'48.88"" T",
21.04.40512,Pulau Sekokot,,"00°22'33.31"" U 104°15'18.36"" T",TBP
21.04.40513,Pulau Selada,,"00°05'52.98"" S 104°43'50.98"" T",TBP
21.04.40514,Pulau Selamat,,"00°09'47.05"" U 104°23'55.86"" T",TBP
21.04.40515,Pulau Selamenang,,"00°22'16.50"" U 104°28'39.57"" T",TBP
21.04.40516,Pulau Selatpanjang,,"00°17'07.00"" U 104°23'04.99"" T",TBP
21.04.40517,Pulau Selatpintu,,"00°22'51.56"" U 104°18'58.39"" T",BP
21.04.40518,Pulau Selayar,,"00°18'17.17"" S 104°26'22.77"" T",BP
21.04.40519,Pulau Seli,,"00°17'00.70"" U 104°27'34.69"" T",TBP
21.04.40520,Pulau Selinsing,,"00°18'22.71"" S 104°07'15.31"" T",BP
21.04.40521,Pulau Semakau,,"00°12'51.76"" U 104°24'41.68"" T",BP
21.04.40522,Pulau Semakaulimas,,"00°13'59.99"" U 104°30'54.32"" T",TBP
21.04.40523,Pulau Semakaumamut,,"00°06'17.53"" U 104°30'15.15"" T",TBP
21.04.40524,Pulau Semakautanjungkelit,,"00°01'14.38"" U 104°32'27.45"" T",BP
21.04.40525,Pulau Sembuang,,"00°19'08.00"" S 104°29'18.85"" T",BP
21.04.40526,Pulau Seme Besar,,"00°21'26.29"" U 104°16'26.13"" T",TBP
21.04.40527,Pulau Seme Kecik,,"00°21'30.42"" U 104°17'13.65"" T",TBP
21.04.40528,Pulau Senang,,"00°17'31.38"" U 104°25'43.46"" T",BP
21.04.40529,Pulau Senayang,,"00°02'24.54"" U 104°39'06.99"" T",BP
21.04.40530,Pulau Sengsa,,"00°18'59.04"" S 104°59'21.19"" T",TBP
21.04.40531,Pulau Serak,,"00°39'32.18"" S 104°14'16.94"" T",BP
21.04.40532,Pulau Serakit Darat,,"00°10'12.00"" U 104°22'00.99"" T",TBP
21.04.40533,Pulau Serakit Laut,,"00°10'41.57"" U 104°21'59.91"" T",TBP
21.04.40534,Pulau Serang,,"00°21'09.54"" S 104°31'11.06"" T",TBP
21.04.40535,Pulau Serang,,"00°07'29.19"" U 104°30'26.30"" T",
