K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92.07.05.2007,,,,,,4 Yarpate,,Perda No. 16/2008
,,,,,,Syeiwar,,"Perda No. 16/2008, Menjadi wil. Kec. Roswar, Perda No. 20/2008"
92.07.05.2009,,,,,,5 Nordiwar,,Perda No. 16/2008
92.07.06,,,,6Rumberpon,-,7,,
92.07.06.2001,,,,,,1 Yombekiri I,,
92.07.06.2002,,,,,,2 Isenebuay,,
92.07.06.2003,,,,,,3 Yomakan,,
,,,,,,Kaprus,,"Menjadi wil. Kec. Soug Jaya, Perda No. 20/2008"
92.07.06.2005,,,,,,4 Iseren,,
,,,,,,Reyob,,"Menjadi wil. Kec. Soug Jaya, Perda No. 20/2008"
,,,,,,Yarmatum,,"Menjadi wil. Kec. Soug Jaya, Perda No. 20/2008"
92.07.06.2008,,,,,,5 Yembekiri II,,Perda No. 16/2008
92.07.06.2009,,,,,,6 Yariari,,Perda No. 16/2008
,,,,,,Siresi,,"Perda No. 16/2008, Menjadi wil. Kec. Soug Jaya, Perda No. 20/2008"
92.07.06.2011,,,,,,7 Wetitindau,,Perda No. 16/2008
,,,,,,Nuspairo,,"Perda no. 16/2008, Menjadi wil. Kec. Soug Jaya, Perda No. 20/2008"
92.07.07,,,,7Naikere,-,6,,"Perubahan nama Distrik Wasior Barat, Perda No. 15/2008"
92.07.07.2001,,,,,,1 Wosimi,,Semula wil. Kec. Wasior
92.07.07.2002,,,,,,2 Sararti,,Semula wil. Kec. Wasior
92.07.07.2003,,,,,,3 Yabore,,Semula wil. Kec. Wasior
92.07.07.2004,,,,,,4 Oyaa,,Semula wil. Kec. Wasior
92.07.07.2005,,,,,,5 Inyora,,Semula wil. Kec. Wasior
92.07.07.2006,,,,,,6 Undurara,,Semula wil. Kec. Wasior
,,,,,,Simei,,"Perda No. 16/2008, menjadi wil. Kec. Kuri Wamesa, Perda No. 20/2008"
92.07.08,,,,8Rasiei,-,9,,Perda No. 20/2008
92.07.08.2001,,,,,,1 Rasiei,,Semula wil. Kec. Wondiboy
92.07.08.2002,,,,,,2 Torey,,Semula wil. Kec. Wondiboy
92.07.08.2003,,,,,,3 Isey,,Semula wil. Kec. Wondiboy
92.07.08.2004,,,,,,4 Uriemi,,Semula wil. Kec. Wondiboy
92.07.08.2005,,,,,,5 Sasirei,,Semula wil. Kec. Wondiboy
92.07.08.2006,,,,,,6 Tandia,,Semula wil. Kec. Wondiboy
92.07.08.2007,,,,,,7 Webi,,Semula wil. Kec. Wondiboy
92.07.08.2008,,,,,,8 Nggatum,,Semula wil. Kec. Wondiboy
92.07.08.2009,,,,,,9 Senderawoy,,Semula wil. Kec. Wondiboy
92.07.09,,,,9Kuri Wamesa,-,6,,Perda No. 20/2008
92.07.09.2001,,,,,,1 Ambumi,,Semula wil. Kec. Wondiboy
92.07.09.2002,,,,,,2 Nanimori,,Semula wil. Kec. Wondiboy
92.07.09.2003,,,,,,3 Dusner,,Semula wil. Kec. Wasior
92.07.09.2004,,,,,,4 Yerenusi,,Semula wil. Kec. Wondiboy
92.07.09.2005,,,,,,5 Sobiar,,Semula wil. Kec. Wasior
