NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XXIII,64,KALIMANTAN TIMUR,,7,3,105,197,841,126.981,3.891.849,
,64.01,1 KAB. PASER,Tana Paser,,,10,5,139,10.708,292.879,"Perubahan Nama Kab. Pasir menjadi Paser, PP No. 49/2007, Perubahan
nama Ibu Kota PP No. 7/2013.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.01.01,1 Batu Sopang,,,,,,9,,,
,64.01.02,2 Tanjung Harapan,,,,,,7,,,
,64.01.03,3 Paser Belengkong,,,,,,15,,,"Perubahan Nama Kec, Perda No. 2/2015"
,64.01.04,4 Tanah Grogot,,,,,1,15,,,
,64.01.05,5 Kuaro,,,,,1,12,,,
,64.01.06,6 Long Ikis,,,,,1,25,,,
,64.01.07,7 Muara Komam,,,,,1,12,,,
,64.01.08,8 Long Kali,,,,,1,22,,,
,64.01.09,9 Batu Engau,,,,,,13,,,
,64.01.10,10 Muara Samu,,,,,,9,,,
,64.02,2 KAB. KUTAI KARTANEGARA,Tenggarong,,,20,44,193,26.926,765.284,"PP No. 8/2002 tentang Perubahan nama Kabupaten Kutai menjadi
Kabupaten Kutai Kartanegara.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,64.02.01,1 Muara Muntai,,,,,,13,,,
,64.02.02,2 Loa Kulu,,,,,,15,,,
,64.02.03,3 Loa Janan,,,,,,8,,,
,64.02.04,4 Anggana,,,,,,8,,,
,64.02.05,5 Muara Badak,,,,,,13,,,
,64.02.06,6 Tenggarong,,,,,12,2,,,
,64.02.07,7 Sebulu,,,,,,14,,,
,64.02.08,8 Kota Bangun,,,,,,11,,,
,64.02.09,9 Kenohan,,,,,,9,,,
,64.02.10,10 Kembang Janggut,,,,,,11,,,
,64.02.11,11 Muara Kaman,,,,,,20,,,
,64.02.12,12 Tabang,,,,,,19,,,
,64.02.13,13 Samboja,,,,,10,3,,,
,64.02.14,14 Muara Jawa,,,,,8,,,,
,64.02.15,15 Sanga Sanga,,,,,5,,,,
