Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
73.10.40104,Pulau Sanane Lompo,,"06°50'12.99"" S 119°01'13.00"" T",BP
73.10.40105,Pulau Sanipa,,"06°53'09.57"" S 118°54'17.85"" T",BP
73.10.40106,Pulau Santigiang,,"06°53'40.99"" S 119°04'08.00"" T",TBP
73.10.40107,Pulau Sapinggang,,"07°27'04.68"" S 117°52'22.58"" T",BP
73.10.40108,Pulau Sapiriah,,"07°13'09.99"" S 118°00'37.00"" T",TBP
73.10.40109,Pulau Sapuka Caddi,,"07°06'55.74"" S 118°09'32.48"" T",TBP
73.10.40110,Pulau Sapuka Lompo,,"07°05'09.43"" S 118°10'04.99"" T",BP
73.10.40111,Pulau Sapuli,,"04°44'21.99"" S 119°27'01.00"" T",BP
73.10.40112,Pulau Sarabu,,"06°54'23.00"" S 119°01'17.00"" T",TBP
73.10.40113,Pulau Saranti,,"04°39'09.23"" S 119°08'15.66"" T",TBP
73.10.40114,Pulau Sarappo Keke,,"04°48'41.00"" S 119°14'03.99"" T",BP
73.10.40115,Pulau Sarappo Lompo,,"04°52'52.00"" S 119°15'59.00"" T",TBP
73.10.40116,Pulau Sarassang Caddi,,"07°11'56.00"" S 118°11'12.00"" T",TBP
73.10.40117,Pulau Sarassang Lompo,,"07°11'52.00"" S 118°11'30.00"" T",TBP
73.10.40118,Pulau Sarege,,"07°03'59.00"" S 118°39'07.99"" T",TBP
73.10.40119,Pulau Satando,,"04°46'18.99"" S 119°26'49.99"" T",BP
73.10.40120,Pulau Satanger,,"07°31'59.99"" S 117°18'28.00"" T",BP
73.10.40121,Pulau Satuko,,"07°35'25.00"" S 117°15'19.00"" T",TBP
73.10.40122,Pulau Satunggul,,"07°31'59.00"" S 117°53'03.00"" T",TBP
73.10.40123,Pulau Saugi,,"04°46'00.00"" S 119°27'46.00"" T",BP
73.10.40124,Pulau Saujung,,"07°20'44.00"" S 117°32'01.00"" T",TBP
73.10.40125,Pulau Sumanga,,"06°35'38.00"" S 118°51'43.99"" T",BP
73.10.40126,Pulau Tambakulu,,"04°44'17.99"" S 119°03'47.00"" T",TBP
73.10.40127,Pulau Tampaang,,"07°22'05.99"" S 117°44'48.99"" T",BP
73.10.40128,Pulau Tinggalungang,,"07°02'12.00"" S 118°02'21.99"" T",BP
73.10.40129,Pulau Togotogo Kalukuang,,"05°13'38.49"" S 117°39'15.45"" T",TBP
73.10.40130,Pulau Togotogo Marasende,,"05°01'32.00"" S 117°03'49.00"" T",TBP
73.10.40131,Pulau Togotogo Pammantauang,,"05°01'22.59"" S 117°03'43.21"" T",TBP
73.10.40132,Pulau Togo-Togo Pelokan,,"07°10'46.24"" S 118°24'44.50"" T",
73.10.40133,Pulau Ulau Batu Batu,,"03°42'00.77"" S 119°32'56.42"" T",
73.11,KAB. BARRU,10,,
73.11.40001,Pulau Bakki,,"04°08'34.00"" S 119°36'22.00"" T",TBP
73.11.40002,Pulau Batukalasi,,"04°06'34.99"" S 119°36'19.00"" T",TBP
73.11.40003,Pulau Batuloang,,"04°15'20.00"" S 119°36'33.99"" T",TBP
73.11.40004,Pulau Dutungan,,"04°10'48.00"" S 119°37'10.99"" T",TBP
73.11.40005,Pulau Gusungbulobulo,,"04°25'36.00"" S 119°34'55.99"" T",TBP
73.11.40006,Pulau Gusungpadongko,,"04°23'48.99"" S 119°34'36.00"" T",TBP
73.11.40007,Pulau Lawase,,"04°16'43.00"" S 119°36'33.00"" T",TBP
73.11.40008,Pulau Pannikiang,,"04°21'06.92"" S 119°35'57.95"" T",BP
73.11.40009,Pulau Puteangin,,"04°29'13.99"" S 119°34'16.00"" T",BP
