K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
92,PAPUA BARAT,,,,,,,
92.71,KOTA SORONG,,,10,41,0,"205,261","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
92.71.01,,,,1Sorong,4,-,,
92.71.01.1001,,,,,1Remu Utara,,,
92.71.01.1002,,,,,2Klademak,,,
,,,,,Malawei,,,Menjadi wil Kec. Sorong Manoi Perda No. 4/2010
,,,,,Klasuur,,,Menjadi wil Kec. Sorong Kota Perda No. 41/2013
,,,,,Kampung Baru,,,Menjadi wil Kec. Sorong Kota Perda No. 41/2013
,,,,,Klakublik,,,Menjadi wil Kec. Sorong Kota Perda No. 41/2013
92.71.01.1007,,,,,3Kofkerbu,,,Pemekaran Kel. Klademak Perda No. 40/2013
92.71.01.1008,,,,,4Remu,,,Pemekaran Kel. Remu Utara Perda No. 40/2013
,,,,,,,,
92.71.02,,,,2Sorong Timur,4,-,,
,,,,,Klasaman,,,Menjadi wil Kec. Klaurung Perda No. 41/2013
,,,,,Klawuyuk,,,"Menjadi wil. Kec. Sorong Utara, Perda No. 32/2006"
,,,,,Malanu,,,"Menjadi wil. Kec. Sorong Utara, Perda No. 32/2006"
,,,,,Malainkendi,,,Menjadi wil Kec. Sorong Utara Perda No. 4/2010
,,,,,Klagete,,,"Menjadi wil. Kec. Sorong Utara, Perda No. 32/2006"
,,,,,Remu Selatan,,,Menjadi wil Kec. Sorong Manoi Perda No. 4/2010
,,,,,Klablim,,,Menjadi wil Kec. Klaurung Perda No. 41/2013
92.71.02.1008,,,,,1Klawalu,,,Pemekaran Desa Perda No. 4/2010
,,,,,Giwu,,,Menjadi wil Kec. Klaurung Perda No. 41/2013
92.71.02.1010,,,,,2Klamana,,,Pemekaran Desa Perda No. 4/2010
92.71.02.1011,,,,,3Klawuyuk,,,"Semula wilayah Kecamatan Sorong Utara Perda No. 4/2010, dan
Keputusan Mahkamah Konstitusi Republik Indonesia Nomor
1/SKLN-IX/2011 dan Rekomendasi Gubernur Papua Barat Nomor
136/1136/GPB/2011"
,,,,,Klasuat,,,Menjadi wil Kec. Klaurung Perda No. 41/2013
92.71.02.1013,,,,,4Kladufu,,,"Pemekaran Kel. Sorong Manoi Perda No. 40/2013, Semula wil Kec.
Sorong Manoi Perda No. 41/2013"
,,,,,,,,
,,,,,,,,
92.71.03,,,,3Sorong Barat,4,-,,
,,,,,Klabala,,,Menjadi wil Kec. Sorong Kota Perda No. 41/2013
92.71.03.1002,,,,,1Rufei,,,
,,,,,Tanjung Kasuari,,,Menjadi wil Kec. Maladum Mes Perda No. 41/2013
,,,,,Saoka,,,Menjadi wil Kec. Maladum Mes Perda No. 41/2013
92.71.03.1005,,,,,2Klawasi,,,
,,,,,,,,
