K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14,RIAU,,,,,,,
14.01,KAB. KAMPAR,,,21,8,242,"10.352,803","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
14.01.01,,,,1Bangkinang Kota,2,2,,"Perubahan nama dari Kec. Bangkinang, sesuai Perda No. 8/2013"
,,,,,,Pulau Lawas,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
,,,,,,Muara Uwai,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
,,,,,,Salo,,"Menjadi wil. Kec. Salo, Perda No 22 / 2003"
,,,,,,Laboy Jaya,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
,,,,,Suka Mulya,,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No. 22/2003"
,,,,,,Bukit Payung,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
,,,,,,Bukit Sembilan,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
,,,,,,Salo Timur,,"Menjadi wil. Kec. Salo, Perda No 22/2003"
14.01.01.2009,,,,,,1 Kumantan,,
14.01.01.2010,,,,,,2 Ridan Permai,,"Perbaikan nama desa hasil Validasi Ditjen Pemdes tgl 23 Juni 2016,
Hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen
Pemdes No.146/3672/BPD tgl 21 Juni 2017, Srt Ditjen Pemdes No.
145/1820/SET tgl 15 Nov 2018"
14.01.01.1011,,,,,1Bangkinang,,,
,,,,,Pulau,,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
14.01.01.1013,,,,,2Langgini,,,
,,,,,Pasir Sialang,,,"Menjadi wil. Kec. Bangkinang Seberang, Perda No 22/2003"
14.01.02,,,,2Kampar,1,17,,
14.01.02.2001,,,,,,1 Batu Belah,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Muara Jalai,,"Menjadi wil. Kec. Kampar Utara, Perda No 22/2003"
14.01.02.2003,,,,,,2 Tanjung Berulak,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Sawah,,"Menjadi wil. Kec. Kampar Utara, Perda No 22/2003"
,,,,,,Kmp Panjang,,"Menjadi wil. Kec. Kampar Utara, Perda No 22/2003"
14.01.02.2006,,,,,,3 Ranah,,
14.01.02.2007,,,,,,4 Penyasawan,,
14.01.02.2008,,,,,,5 Rumbio,,
,,,,,,Pulau Payung,,"Menjadi wil. Kec. Rumbio Jaya, Perda No 22 / 2003"
,,,,,,Teratak,,"Menjadi wil. Kec. Rumbio Jaya, Perda No 22 / 2003"
,,,,,,Alam Panjang,,"Menjadi wil. Kec. Rumbio Jaya, Perda No 22 / 2003"
,,,,,,Pulau Birandang,,"Menjadi wil. Kec. Kampar Timur, Perda No 22 /2003"
,,,,,,,,
