K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.03.31.2006,,,,,,4 Aek Pardomuan,,Semula berada di wil. Kec. Angkola Barat Perda No. 5/2010
12.03.31.2007,,,,,,5 Tindoan Laut,,Semula berada di wil Kec. Angkola Barat Perda No. 5/2010
12.03.31.2008,,,,,,6 Simataniari,,Semula berada di wil Kec. Angkola Barat Perda No. 5/2010
12.03.31.2009,,,,,,7 Batu Godang,,Semula berada di wil Kec. Angkola Barat Perda No. 5/2010
12.03.31.2010,,,,,,8 Malombu,,"Perda No. 25/2006 - Semula berada di wil Kec. Angkola Selatan Perda
No. 5/2010"
12.03.32,,,,15Angkola Muara Tais,2,13,,"Pemekaran sebagian wil Kec. Batang Angkola sesuai Perda 1/2017,
Surat Gub No. 138/7085 tgl 9-8-2017 hal Permohonan Pemberian
Kode Kec. Angkola Muara Tais, BA Rpt Penyusunan Kebijakan ttg
Batas Daerah No. 07/BAD I/VII/2018 tgl 17 Juli 2018"
12.03.32.1001,,,,,1Bintuju,,,"Peningkatan status Kel., Perda No. 5/2008, Semula wil Kec. Batang
Angkola sesuai Perda No. 1/2017"
12.03.32.1002,,,,,2Huta Tonga,,,"Penggabungan Desa Hutatonga Muata Tais dan Desa Paran Padang,
Perda No. 5/2008, Semula wil Kec. Batang Angkola sesuai Perda No.
1/2017"
12.03.32.2003,,,,,,1 Basilam Baru,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2004,,,,,,2 Sipangko,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2005,,,,,,3 Huta Holbung,,"Berdasarkan Perda Kabupaten Tapanuli Selatan No.1 Tahun 2016,
Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017"
12.03.32.2006,,,,,,4 Muara Tais I,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2007,,,,,,5 Muara Tais II,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2008,,,,,,6 Muara Tais III,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2009,,,,,,7 Janji Mauli MT,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2010,,,,,,8 Pargumbangan,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2011,,,,,,9 Pangaribuan,,Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017
12.03.32.2012,,,,,,10 Pasir Matogu,,"Penggabungan Desa Pasir dan Desa Janji Matogu, Perda No. 5/2008,
Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1 Tahun 2016,
Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017"
12.03.32.2013,,,,,,11 Sori Manaon,,"Penggabungan Desa Sorimadingin Lama, Sorimadingin Baru, dan Desa
Gunung Manaon, Perda No. 5/2008, Berdasarkan Perda Kabupaten
Tapanuli Selatan No.1 Tahun 2016, Semula wil Kec. Batang Angkola
sesuai Perda No. 1/2017"
12.03.32.2014,,,,,,12 Muara Purba Nauli,,"Penggabungan Desa Muara Siagian, Pasir Nauli, dan Desa Purba Tua
MT, Perda No. 5/2008, Berdasarkan Perda Kabupaten Tapanuli Selatan
No.1 Tahun 2016, Semula wil Kec. Batang Angkola sesuai Perda No.
1/2017"
12.03.32.2015,,,,,,13 Tatengger,,"Penggabungan Desa Bonan Dolok dan Desa Simaninggir MT, Perda
No. 5/2008, Semula wil Kec. Batang Angkola sesuai Perda No. 1/2017"
