NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.02.08,8 Purba Tua,,,,,,11,,,
,12.02.09,9 Siborong-Borong,,,,,1,20,,,
,12.02.10,10 Pagaran,,,,,,14,,,
,12.02.11,11 Parmonangan,,,,,,14,,,
,12.02.12,12 Sipahutar,,,,,,25,,,
,12.02.13,13 Pangaribuan,,,,,,26,,,
,12.02.14,14 Garoga,,,,,,13,,,
,12.02.15,15 Muara,,,,,,15,,,
,12.03,3 KAB. TAPANULI SELATAN,Padang Sidempuan,,,15,37,211,4.201,315.713,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.03.01,1 Angkola Barat,,,,,2,12,,,"Perubahan nama Kec. Padang Sidempuan Barat, Perda No. 13/2007"
,12.03.02,2 Batang Toru,,,,,5,18,,,
,12.03.03,3 Angkola Timur,,,,,2,13,,,"Perubahan nama Kec.Padang Sidempuan Timur, Perda No. 13/2007"
,12.03.04,4 Sipirok,,,,,6,34,,,
,12.03.05,5 Saipar Dolok Hole,,,,,2,12,,,
,12.03.06,6 Angkola Selatan,,,,,4,13,,,"Perubahan nama Kec. Siais, Perda No. 13/2007"
,12.03.07,7 Batang Angkola,,,,,4,17,,,
,12.03.14,8 Arse,,,,,2,8,,,
,12.03.20,9 Marancar,,,,,1,11,,,
,12.03.21,10 Sayur Matinggi,,,,,1,18,,,
,12.03.22,11 Aek Bilah,,,,,,12,,,
,12.03.29,12 Muara Batang Toru,,,,,3,6,,,Perda No. 12/2007
,12.03.30,13 Tano Tombangan Angkola,,,,,1,16,,,Pemekaran Kec. sebagian Kec. Sayur Matinggi Perda No. 5/2010
,12.03.31,14 Angkola Sangkunur,,,,,2,8,,,Pemekaran sebagian wil. Kec. Angkola Barat Perda No. 5/2010
,12.03.32,15 Angkola Muara Tais,,,,,2,13,,,"Pemekaran sebagian wil Kec. Batang Angkola sesuai Perda 1/2017,
Surat Gub No. 138/7085 tgl 9-8-2017 hal Permohonan Pemberian
Kode Kec. Angkola Muara Tais, BA Rpt Penyusunan Kebijakan ttg
Batas Daerah No. 07/BAD I/VII/2018 tgl 17 Juli 2018"
,12.04,4 KAB. NIAS,Gunung Sitoli,,,10,0,170,902,145.644,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.04.05,1 Hiliduho,,,,,,16,,,
,12.04.06,2 Gido,,,,,,21,,,
,12.04.10,3 Idanogawo,,,,,,28,,,
,12.04.11,4 Bawolato,,,,,,25,,,
,12.04.20,5 Hiliserangkai,,,,,,15,,,Perda No. 5/2005.
,12.04.21,6 Botomuzoi,,,,,,18,,,Perda No. 5/2005.
