NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.21.14,14 Pangkur,,,,,,9,,,
,35.21.15,15 Bringin,,,,,,10,,,
,35.21.16,16 Pitu,,,,,,10,,,
,35.21.17,17 Karanganyar,,,,,,7,,,
,35.21.18,18 Gerih,,,,,,5,,,
,35.21.19,19 Kasreman,,,,,,8,,,
,35.22,22 KAB. BOJONEGORO,Bojonegoro,,,28,11,419,2.313,1.343.164,"Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.22.01,1 Ngraho,,,,,,16,,,
,35.22.02,2 Tambakrejo,,,,,,18,,,
,35.22.03,3 Ngambon,,,,,,5,,,
,35.22.04,4 Ngasem,,,,,,17,,,
,35.22.05,5 Bubulan,,,,,,5,,,
,35.22.06,6 Dander,,,,,,16,,,
,35.22.07,7 Sugihwaras,,,,,,17,,,
,35.22.08,8 Kedungadem,,,,,,23,,,
,35.22.09,9 Kepohbaru,,,,,,25,,,"Koreksi nama berdasarkan srt Sekda Jatim No 100/4112/011/2016 tgl
10 maret 2016"
,35.22.10,10 Baureno,,,,,,25,,,
,35.22.11,11 Kanor,,,,,,25,,,
,35.22.12,12 Sumberejo,,,,,,26,,,
,35.22.13,13 Balen,,,,,,23,,,
,35.22.14,14 Kapas,,,,,,21,,,
,35.22.15,15 Bojonegoro,,,,,11,7,,,
,35.22.16,16 Kalitidu,,,,,,18,,,
,35.22.17,17 Malo,,,,,,20,,,
,35.22.18,18 Purwosari,,,,,,12,,,
,35.22.19,19 Padangan,,,,,,16,,,
,35.22.20,20 Kasiman,,,,,,10,,,
,35.22.21,21 Temayang,,,,,,12,,,
,35.22.22,22 Margomulyo,,,,,,6,,,
,35.22.23,23 Trucuk,,,,,,12,,,
,35.22.24,24 Sukosewu,,,,,,14,,,
,35.22.25,25 Kedewan,,,,,,5,,,
,35.22.26,26 Gondang,,,,,,7,,,
