K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.09,KAB. SIMEULUE,,,10,0,138,"1.821,747","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
11.09.01,,,,1Simeulue Tengah,-,16,,
,,,,,,Ujung Pandang,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
,,,,,,Borengan,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
,,,,,,Latak Ayah,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
,,,,,,Kuta Padang,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
,,,,,,Amarabu,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
,,,,,,Kuta Inang,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
11.09.01.2007,,,,,,1 Wel Wel,,
11.09.01.2008,,,,,,2 Kampung Aie,,
11.09.01.2009,,,,,,3 Lauree,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.09.01.2010,,,,,,4 Lamayang,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.09.01.2011,,,,,,5 Lakubang,,
11.09.01.2012,,,,,,6 Lambaya,,
11.09.01.2013,,,,,,7 Dihit,,
,,,,,,Sibuluh,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
,,,,,,Bubuhan,,"Menjadi wil Kec. Simeulue Cut, Perda No. 14/2012"
11.09.01.2016,,,,,,8 Latitik,,
11.09.01.2017,,,,,,9 Wellangkum,,"Perbaikan nama sesuai Srt Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17 Mei 2017
dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni
2017, Srt Ditjen Bina Pemdes No, 145/1820/SET tgl 15 Nov 2018"
11.09.01.2018,,,,,,10 Kuta Baru,,
11.09.01.2019,,,,,,11 Sebbe,,
11.09.01.2020,,,,,,12 Suak Baru,,
11.09.01.2021,,,,,,13 Luan Sorep,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017, Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET
tgl 15 Nov 2018 hal penyampaian hasil validasi"
11.09.01.2022,,,,,,14 Putra Jaya,,
11.09.01.2023,,,,,,15 Lauke,,"Perbaikan nama sesuai SrtPem Aceh No.146.1/10560 tgl 13 Juni 2016
Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh, Perbaikan nama
sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
,,,,,,,,
