K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
52.71.03.1006,,,,,3Cakranegara Timur,,,
52.71.03.1007,,,,,4Cakranegara Utara,,,
,,,,,Selagalas,,,"Menjadi wil. Kec. Sandubaya, Perda No. 3/2007"
52.71.03.1009,,,,,5Sayang-sayang,,,
52.71.03.1010,,,,,"6Cakranegara Selatan
Baru",,,
52.71.03.1011,,,,,7Sapta Marga,,,
52.71.03.1012,,,,,8Cilinaya,,,
52.71.03.1013,,,,,9Mayura,,,
52.71.03.1014,,,,,10Karang Taliwang,,,
52.71.04,,,,4Sekarbela,5,-,,Perda No. 3/2007
52.71.04.1001,,,,,1Karang Pule,,,Semula wil. Kec. Ampenan
52.71.04.1002,,,,,2Tanjung Karang,,,Semula wil. Kec. Ampenan
52.71.04.1003,,,,,3Jempong Baru,,,
52.71.04.1004,,,,,4Tanjung Karang,,,"Perda No. 3/2007
Perbaikan nama kelurahan semula Tanjung Karang Permai menjadi
Tanjung Karang sesuai Surat Gubernur Provinsi Nusa Tenggara Barat
No.120/390/Pem&Otda/2022 Tanggal 31 Agustus 2022."
52.71.04.1005,,,,,5Kekalik Jaya,,,Perda No. 3/2007
52.71.05,,,,5Selaprang,9,-,,Perda No. 3/2007
52.71.05.1001,,,,,1Mataram Barat,,,Semula wil. Kec. Mataram
52.71.05.1002,,,,,2Dasan Agung,,,Semula wil. Kec. Mataram
52.71.05.1003,,,,,3Monjok,,,Semula wil. Kec. Mataram
52.71.05.1004,,,,,4Karang Baru,,,Semula wil. Kec. Mataram
52.71.05.1005,,,,,5Rembiga,,,Semula wil. Kec. Mataram
52.71.05.1006,,,,,6Gomong,,,Perda No. 3/2007
52.71.05.1007,,,,,7Dasan Agung Baru,,,Perda No. 3/2007
52.71.05.1008,,,,,8Monjok Timur,,,Perda No. 3/2007
52.71.05.1009,,,,,9Monjok Barat,,,Perda No. 3/2007
52.71.06,,,,6Sandubaya,7,-,,Perda No. 3/2007
52.71.06.1001,,,,,1Dasan Cermen,,,Semula wil. Kec. Cakranegara
52.71.06.1002,,,,,2Babakan,,,Semula wil. Kec. Cakranegara
52.71.06.1003,,,,,3Bertais,,,Semula wil. Kec. Cakranegara
52.71.06.1004,,,,,4Selagalas,,,Semula wil. Kec. Cakranegara
52.71.06.1005,,,,,5Abian Tubuh Baru,,,Perda No. 3/2007
52.71.06.1006,,,,,6Turida,,,Perda No. 3/2007
52.71.06.1007,,,,,7Mandalika,,,Perda No. 3/2007
