K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.03.05.2075,,,,,,"8 Parau Sorat
Sitabo-tabo",,"Penggabungan Desa Huta Noban, Sidabuar, Purba Sinomba
Mandalessa, Parkayuan, Batua Tua, Parau Sorat, Baringin Tua, Sitabo
Tabo dan Desa Pinarik Baru, Perda No.5/2008, Berdasarkan Perda
Kabupaten Tapanuli Selatan No. 1 Tahun 2016"
12.03.05.2076,,,,,,"9 Pintu Padang
Mandalasena",,"Penggabungan Desa Mandalasena, Pargumbangan, Janji Mauli
Mandalasena, Huta Baru Madnalasena, Hutanopan, Gunung Selamat,
Rahuning Julu, Tano Hudon Jae, Tano Hudon Julu, dan Desa Pintu
Padang, Perda No. 5/2008"
12.03.05.2077,,,,,,10 Sunge Sigiring-giring,,"Penggabungan Desa Sigiring Giring, Sunge Pining, Huta Tonga
Turunan, dan Desa Turunan, Perda No.5/2008, Berdasarkan Perda
Kabupaten Tapanuli Selatan No. 1 Tahun 2016"
12.03.05.2078,,,,,,11 Silangkitang Tambiski,,"Penggabungan Desa Batu Hombang, Tambiski, Silaiya Jae, Silaiya Julu,
Sayur Matua, dan Desa Silangkitang Lombang, Perda No. 5/2008"
12.03.05.2079,,,,,,12 Batang Parsuluman,,"Penggabungan Desa Parsuluman dan Desa Batang Garut, Perda No.
5/2008"
12.03.05.1080,,,,,2Aek Simotung,,,"Penggabungan Desa Purba Tua Simangambat, Gunung Tua
Pandapotan, Simandera Huta Julu, Sigoring Goring, dan Desa
Simangambat, serta peningkatan status Kel., Perda No. 5/2008"
12.03.06,,,,6Angkola Selatan,4,13,,"Perubahan nama Kec. Siais, Perda No. 13/2007"
12.03.06.1001,,,,,1Simarpinggan,,,"Peningkatan status Kel., Perda No. 5/2008"
,,,,,,Sidangkal,,Menjadi wil. Kec. Pd.Sidimpuan Selatan Kota Padangsidimpuan
,,,,,,Hanopan,,Menjadi wil. Kec. Pd.Sidimpuan Selatan Kota Padangsidimpuan
12.03.06.2004,,,,,,1 Situmbaga,,
12.03.06.2005,,,,,,2 Sinyior,,
12.03.06.2006,,,,,,3 Pintu Padang,,
12.03.06.1007,,,,,2Napa,,,"Peningkatan status Kel., Perda No. 5/2008"
12.03.06.2008,,,,,,4 Sibong-bong,,Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1 Tahun 2016
12.03.06.2009,,,,,,5 Siamporik Dolok,,
12.03.06.2010,,,,,,6 Siamporik Lombang,,
12.03.06.2011,,,,,,7 Sihopur,,
12.03.06.2012,,,,,,8 Tandihat,,
12.03.06.2013,,,,,,"9 Perkebunan
Marpinggan",,Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1 Tahun 2016
12.03.06.1014,,,,,3Tapian Nauli,,,"Peningkatan status Kel., Perda No. 5/2008"
12.03.06.2015,,,,,,10 Aek Natas,,
12.03.06.2016,,,,,,11 Dolok Godang,,
12.03.06.2017,,,,,,12 Sihuik-huik,,Berdasarkan Perda Kabupaten Tapanuli Selatan No. 1 Tahun 2016
12.03.06.2018,,,,,,13 Gunung Baringin,,
12.03.06.1019,,,,,4Pardomuan,,,"Peningkatan status Kel., Perda No. 5/2008"
,,,,,,Malombu,,Menjadi wil Kec. Angkola Sangkunur Perda No. 5/2010
12.03.07,,,,7Batang Angkola,4,17,,
12.03.07.1001,,,,,1Sigalangan,,,
,,,,,,"Hutatonga Muara
Tais",,"Bergabung dg Desa Paran Padang, Perda No. 5/2008"
,,,,,,,,
