K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14,RIAU,,,,,,,
14.10,KAB. KEPULAUAN MERANTI,,,9,5,96,"3.623,558","UU No. 12/2009.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
14.10.01,,,,1Tebing Tinggi,4,5,,Semula wil. Kab. Bengkalis
14.10.01.1001,,,,,1Selatpanjang Kota,,,
14.10.01.1002,,,,,2Selatpanjang Barat,,,
14.10.01.1003,,,,,3Selatpanjang Selatan,,,
14.10.01.1004,,,,,4Selatpanjang Timur,,,
14.10.01.2005,,,,,,1 Banglas,,
14.10.01.2006,,,,,,2 Alah Air,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.10.01.2007,,,,,,3 Alah Air Timur,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.10.01.2008,,,,,,4 Sesap,,
,,,,,,Lukun,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
,,,,,,Sungaitohor,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
,,,,,,Nipah Sendanu,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
,,,,,,Tanjungsari,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
,,,,,,Tanjunggadai,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
,,,,,,Telukbuntal,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
,,,,,,Kepau Baru,,"Menjadi wil Kec. Tebing Tinggi Timur, Perda No. 15/2012"
14.10.01.2016,,,,,,5 Banglas Barat,,
14.10.02,,,,2Rangsang Barat,-,12,,Semula wil. Kab. Bengkalis
14.10.02.2001,,,,,,1 Segomeng,,
14.10.02.2002,,,,,,2 Bantar,,
14.10.02.2003,,,,,,3 Anak Setatah,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.10.02.2004,,,,,,4 Lemang,,
14.10.02.2005,,,,,,5 Bokor,,
14.10.02.2006,,,,,,6 Sungai Cina,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
